State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Median Family Income (In 2021 Inflation Adjusted Dollars),Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races,Civilian Population 16 to 19 Years:,"Civilian Population 16 to 19 Years: Not High School Graduate, Not Enrolled (Dropped Out)","Civilian Population 16 to 19 Years: High School Graduate, or Enrolled (In School)",Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty,Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level
Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_GEOID,Geo_NAME,Geo_BTTR,SE_A14010_001,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A12003_001,SE_A12003_002,SE_A12003_003,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003
17,031,671900,14000US17031671900,Census Tract 6719,,71202,1293,1293,137,840,0,29,0,287,0,1293,918,49,840,0,29,0,0,0,375,88,0,0,0,0,287,0,56,0,56,1293,43,0,6,315,44,885,357,0,357
17,031,672000,14000US17031672000,Census Tract 6720,,43750,3523,3523,20,3065,0,0,0,0,438,3523,3147,20,3041,0,0,0,0,86,376,0,24,0,0,0,0,352,309,0,309,3506,475,12,233,701,458,1627,1033,262,771
17,031,680500,14000US17031680500,Census Tract 6805,,,1144,1144,199,881,0,0,0,64,0,1144,938,57,881,0,0,0,0,0,206,142,0,0,0,0,64,0,41,0,41,1126,135,52,90,191,37,621,308,101,207
17,031,680600,14000US17031680600,Census Tract 6806,,45679,994,994,7,980,0,7,0,0,0,994,994,7,980,0,7,0,0,0,0,0,0,0,0,0,0,0,26,22,4,994,226,104,17,61,67,519,330,139,191
17,031,680900,14000US17031680900,Census Tract 6809,,27712,3881,3881,85,3595,0,75,0,5,121,3881,3858,67,3595,0,75,0,0,121,23,18,0,0,0,0,5,0,264,47,217,3859,943,229,411,925,366,985,977,371,606
17,031,681000,14000US17031681000,Census Tract 6810,,34643,2107,2107,12,2013,0,0,0,0,82,2107,2071,0,2013,0,0,0,0,58,36,12,0,0,0,0,0,24,223,55,168,2107,554,200,187,292,412,462,434,305,129
17,031,681100,14000US17031681100,Census Tract 6811,,28625,1907,1907,4,1886,0,1,0,0,16,1907,1906,4,1886,0,1,0,0,15,1,0,0,0,0,0,0,1,52,0,52,1907,507,236,0,190,208,766,503,301,202
17,031,681200,14000US17031681200,Census Tract 6812,,23099,2124,2124,90,1852,9,0,0,0,173,2124,2097,84,1831,9,0,0,0,173,27,6,21,0,0,0,0,0,197,79,118,2114,304,401,319,410,312,368,742,377,365
17,031,681300,14000US17031681300,Census Tract 6813,,18281,2350,2350,14,2267,0,53,0,0,16,2350,2334,14,2267,0,53,0,0,0,16,0,0,0,0,0,0,16,128,20,108,2350,769,324,115,499,284,359,894,557,337
17,031,681400,14000US17031681400,Census Tract 6814,,43281,2129,2129,66,2002,44,2,0,0,15,2129,2063,0,2002,44,2,0,0,15,66,66,0,0,0,0,0,0,38,0,38,2129,112,272,104,260,331,1050,632,277,355
17,031,690300,14000US17031690300,Census Tract 6903,,,2361,2361,71,2275,7,0,0,0,8,2361,2347,71,2267,7,0,0,0,2,14,0,8,0,0,0,0,6,58,0,58,1962,251,328,239,37,36,1071,577,373,204
17,031,690400,14000US17031690400,Census Tract 6904,,,2748,2748,0,2708,0,0,0,21,19,2748,2727,0,2708,0,0,0,0,19,21,0,0,0,0,0,21,0,274,19,255,2718,274,421,404,417,260,942,432,193,239
17,031,690500,14000US17031690500,Census Tract 6905,,38074,898,898,0,898,0,0,0,0,0,898,898,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,91,42,49,898,267,36,0,60,176,359,171,126,45
17,031,690900,14000US17031690900,Census Tract 6909,,52210,4109,4109,63,3950,0,0,0,0,96,4109,4082,36,3950,0,0,0,0,96,27,27,0,0,0,0,0,0,184,0,184,4109,686,408,165,405,238,2207,858,295,563
17,031,691000,14000US17031691000,Census Tract 6910,,58864,2072,2072,35,1952,0,1,0,24,60,2072,2046,35,1952,0,0,0,0,59,26,0,0,0,1,0,24,1,82,0,82,2072,233,98,94,229,257,1161,405,118,287
17,031,691100,14000US17031691100,Census Tract 6911,,29095,2911,2911,38,2806,0,0,0,0,67,2911,2884,26,2791,0,0,0,0,67,27,12,15,0,0,0,0,0,209,16,193,2911,906,57,276,403,493,776,765,398,367
17,031,691200,14000US17031691200,Census Tract 6912,,43918,2150,2150,10,2097,0,0,0,0,43,2150,2150,10,2097,0,0,0,0,43,0,0,0,0,0,0,0,0,117,0,117,2150,528,18,357,334,0,913,674,409,265
17,031,691300,14000US17031691300,Census Tract 6913,,51218,2445,2445,51,2091,0,0,0,0,303,2445,2145,0,2091,0,0,0,0,54,300,51,0,0,0,0,0,249,63,0,63,2445,355,111,28,218,371,1362,448,51,397
17,031,691400,14000US17031691400,Census Tract 6914,,44259,2798,2798,0,2592,0,7,0,136,63,2798,2732,0,2592,0,7,0,87,46,66,0,0,0,0,0,49,17,116,0,116,2798,373,155,39,473,308,1450,782,213,569
17,031,691500,14000US17031691500,Census Tract 6915,,19195,2002,2002,74,1919,0,0,1,0,8,2002,1969,74,1894,0,0,1,0,0,33,0,25,0,0,0,0,8,172,17,155,2002,612,100,249,318,123,600,632,432,200
17,031,700100,14000US17031700100,Census Tract 7001,,77577,3882,3882,1137,2337,0,9,0,306,93,3882,2384,0,2337,0,9,0,0,38,1498,1137,0,0,0,0,306,55,278,0,278,3875,12,16,505,295,198,2849,1088,212,876
17,031,700200,14000US17031700200,Census Tract 7002,,87330,6971,6971,1832,1202,169,147,0,2463,1158,6971,1682,435,1176,0,61,0,0,10,5289,1397,26,169,86,0,2463,1148,560,22,538,6971,415,315,336,392,1063,4450,2042,522,1520
17,031,700301,14000US17031700301,Census Tract 7003.01,,70417,6693,6693,2908,446,58,76,0,2236,969,6693,1518,961,446,1,76,0,20,14,5175,1947,0,57,0,0,2216,955,455,53,402,6656,454,102,159,559,876,4506,2119,129,1990
17,031,700302,14000US17031700302,Census Tract 7003.02,,92940,6050,6050,3301,1019,122,11,0,1128,469,6050,2329,1313,948,0,0,0,0,68,3721,1988,71,122,11,0,1128,401,257,60,197,6050,112,195,241,672,1067,3763,1749,196,1553
17,031,700401,14000US17031700401,Census Tract 7004.01,,84125,6744,6744,1007,3437,13,67,0,1770,450,6744,3932,237,3437,0,67,0,9,182,2812,770,0,13,0,0,1761,268,495,31,464,6744,503,274,543,612,447,4365,1634,546,1088
17,031,700402,14000US17031700402,Census Tract 7004.02,,71307,3502,3502,836,2067,0,4,0,578,17,3502,2365,286,2058,0,4,0,0,17,1137,550,9,0,0,0,578,0,202,0,202,3502,69,417,167,445,203,2201,881,244,637
17,031,700501,14000US17031700501,Census Tract 7005.01,,73250,6666,6666,715,5562,0,141,0,20,228,6666,6146,227,5554,0,141,0,0,224,520,488,8,0,0,0,20,4,285,0,285,6383,395,90,166,647,339,4746,1004,70,934
17,031,700502,14000US17031700502,Census Tract 7005.02,,88365,3707,3707,419,3092,0,0,0,142,54,3707,3376,235,3092,0,0,0,0,49,331,184,0,0,0,0,142,5,162,0,162,3512,208,116,36,142,237,2773,808,34,774
17,031,710100,14000US17031710100,Census Tract 7101,,32548,1100,1100,0,1094,0,0,0,6,0,1100,1085,0,1085,0,0,0,0,0,15,0,9,0,0,0,6,0,6,0,6,1100,243,310,76,34,237,200,308,211,97
17,031,710200,14000US17031710200,Census Tract 7102,,,4471,4471,121,4299,0,10,0,0,41,4471,4471,121,4299,0,10,0,0,41,0,0,0,0,0,0,0,0,128,0,128,4471,728,119,518,428,357,2321,1424,528,896
17,031,710300,14000US17031710300,Census Tract 7103,,48125,1541,1541,65,1322,25,26,0,74,29,1541,1376,0,1322,25,0,0,0,29,165,65,0,0,26,0,74,0,44,0,44,1516,87,58,28,120,266,957,270,7,263
17,031,710400,14000US17031710400,Census Tract 7104,,55238,5615,5615,52,5184,0,0,0,379,0,5615,5285,52,5184,0,0,0,49,0,330,0,0,0,0,0,330,0,175,0,175,5615,1282,376,319,219,325,3094,1362,693,669
17,031,710500,14000US17031710500,Census Tract 7105,,41522,4192,4192,92,3973,0,17,0,47,63,4192,4070,17,3973,0,17,0,0,63,122,75,0,0,0,0,47,0,260,0,260,4143,822,96,358,321,431,2115,995,578,417
17,031,710600,14000US17031710600,Census Tract 7106,,52000,1859,1859,53,1705,0,0,0,13,88,1859,1809,53,1705,0,0,0,13,38,50,0,0,0,0,0,0,50,55,0,55,1859,233,46,57,339,175,1009,392,28,364
17,031,710700,14000US17031710700,Census Tract 7107,,53846,3751,3751,17,3677,0,1,0,0,56,3751,3740,17,3677,0,1,0,0,45,11,0,0,0,0,0,0,11,75,13,62,3681,754,92,233,191,521,1890,752,334,418
17,031,710800,14000US17031710800,Census Tract 7108,,33102,4650,4650,6,4599,0,39,0,0,6,4650,4646,6,4599,0,39,0,0,2,4,0,0,0,0,0,0,4,315,0,315,4650,798,154,264,1114,237,2083,1104,266,838
17,031,710900,14000US17031710900,Census Tract 7109,,38750,2230,2230,38,2173,0,0,0,9,10,2230,2111,0,2092,0,0,0,9,10,119,38,81,0,0,0,0,0,61,0,61,2230,232,397,217,367,233,784,819,499,320
17,031,711000,14000US17031711000,Census Tract 7110,,55324,3946,3946,73,3813,0,0,0,0,60,3946,3888,73,3813,0,0,0,0,2,58,0,0,0,0,0,0,58,215,0,215,3946,341,54,444,526,579,2002,1104,294,810
17,031,711100,14000US17031711100,Census Tract 7111,,73047,2647,2647,87,2551,9,0,0,0,0,2647,2560,0,2551,9,0,0,0,0,87,87,0,0,0,0,0,0,36,0,36,2647,393,127,59,56,126,1886,593,156,437
17,031,711200,14000US17031711200,Census Tract 7112,,88558,5035,5035,24,4293,0,0,0,592,126,5035,4463,24,4257,0,0,0,64,118,572,0,36,0,0,0,528,8,368,0,368,4955,211,108,132,828,410,3266,859,92,767
17,031,711300,14000US17031711300,Census Tract 7113,,56181,1616,1616,39,1528,0,49,0,0,0,1616,1616,39,1528,0,49,0,0,0,0,0,0,0,0,0,0,0,22,0,22,1616,112,32,20,255,50,1147,311,0,311
17,031,711400,14000US17031711400,Census Tract 7114,,45163,2701,2701,4,2575,38,0,0,62,22,2701,2535,4,2509,0,0,0,0,22,166,0,66,38,0,0,62,0,75,0,75,2701,313,57,409,127,508,1287,770,396,374
17,031,711500,14000US17031711500,Census Tract 7115,,49154,2685,2685,14,2667,0,0,0,4,0,2685,2671,0,2667,0,0,0,4,0,14,14,0,0,0,0,0,0,178,0,178,2685,316,68,0,703,126,1472,564,147,417
17,031,720100,14000US17031720100,Census Tract 7201,,157366,3332,3332,1941,824,0,110,0,66,391,3332,2932,1875,824,0,110,0,0,123,400,66,0,0,0,0,66,268,133,0,133,3332,336,49,0,8,167,2772,834,47,787
17,031,720200,14000US17031720200,Census Tract 7202,,109988,4191,4191,1861,2081,14,22,14,121,78,4191,3960,1806,2056,14,22,14,0,48,231,55,25,0,0,0,121,30,121,22,99,4015,105,121,155,76,89,3469,840,116,724
17,031,720300,14000US17031720300,Census Tract 7203,,132390,3786,3786,2391,1154,0,17,0,53,171,3786,3547,2216,1154,0,17,0,53,107,239,175,0,0,0,0,0,64,99,0,99,3786,204,1,0,98,71,3412,631,45,586
17,031,720400,14000US17031720400,Census Tract 7204,,114773,1904,1904,1591,172,0,0,0,58,83,1904,1726,1581,132,0,0,0,0,13,178,10,40,0,0,0,58,70,148,0,148,1894,12,44,1,52,64,1721,442,0,442
17,031,720500,14000US17031720500,Census Tract 7205,,158750,1936,1936,1790,23,0,14,0,5,104,1936,1701,1664,23,0,14,0,0,0,235,126,0,0,0,0,5,104,130,0,130,1936,24,0,6,5,51,1850,471,0,471
17,031,720600,14000US17031720600,Census Tract 7206,,138125,1777,1777,1193,537,0,0,0,12,35,1777,1733,1161,537,0,0,0,0,35,44,32,0,0,0,0,12,0,33,0,33,1777,21,18,72,23,60,1583,512,30,482
17,031,720700,14000US17031720700,Census Tract 7207,,120125,2993,2993,726,1780,35,105,0,0,347,2993,2877,712,1725,0,105,0,0,335,116,14,55,35,0,0,0,12,128,0,128,2993,90,40,0,203,7,2653,427,0,427
17,031,730100,14000US17031730100,Census Tract 7301,,64750,2748,2748,72,2576,0,0,0,64,36,2748,2731,72,2576,0,0,0,64,19,17,0,0,0,0,0,0,17,207,0,207,2748,148,180,118,247,108,1947,679,147,532
17,031,730201,14000US17031730201,Census Tract 7302.01,,65931,5075,5075,194,4808,0,22,0,0,51,5075,4922,107,4742,0,22,0,0,51,153,87,66,0,0,0,0,0,360,0,360,5036,120,406,292,488,619,3111,593,35,558
17,031,730202,14000US17031730202,Census Tract 7302.02,,89188,3064,3064,36,2988,0,0,0,34,6,3064,3030,36,2988,0,0,0,0,6,34,0,0,0,0,0,34,0,208,0,208,2812,121,37,35,463,83,2073,576,45,531
17,031,730300,14000US17031730300,Census Tract 7303,,44917,1011,1011,0,987,0,10,0,0,14,1011,1011,0,987,0,10,0,0,14,0,0,0,0,0,0,0,0,79,0,79,1011,38,62,14,209,189,499,177,13,164
17,031,730400,14000US17031730400,Census Tract 7304,,103851,4283,4283,139,4052,14,0,0,0,78,4283,4238,125,4052,14,0,0,0,47,45,14,0,0,0,0,0,31,201,11,190,4271,629,150,0,274,113,3105,968,318,650
17,031,730500,14000US17031730500,Census Tract 7305,,68045,4297,4297,12,4220,0,0,0,0,65,4297,4295,11,4220,0,0,0,0,64,2,1,0,0,0,0,0,1,212,0,212,4297,504,375,114,135,250,2919,683,244,439
17,031,730600,14000US17031730600,Census Tract 7306,,62037,3905,3905,35,3827,19,0,0,0,24,3905,3895,35,3827,9,0,0,0,24,10,0,0,10,0,0,0,0,283,38,245,3905,545,64,220,221,599,2256,1175,340,835
17,031,730700,14000US17031730700,Census Tract 7307,,75048,2293,2293,0,2255,0,0,0,0,38,2293,2293,0,2255,0,0,0,0,38,0,0,0,0,0,0,0,0,115,0,115,2293,64,171,107,305,350,1296,584,151,433
17,031,740100,14000US17031740100,Census Tract 7401,,120994,3115,3115,2811,40,0,46,0,74,144,3115,2701,2617,13,0,46,0,0,25,414,194,27,0,0,0,74,119,35,0,35,3115,334,13,32,180,10,2546,859,117,742
17,031,740200,14000US17031740200,Census Tract 7402,,138813,6607,6607,5717,116,0,89,0,72,613,6607,5982,5273,109,0,86,0,0,514,625,444,7,0,3,0,72,99,771,10,761,5993,300,58,67,219,110,5239,1462,12,1450
17,031,740300,14000US17031740300,Census Tract 7403,,151979,5017,5017,4546,78,0,42,0,168,183,5017,4460,4310,78,0,42,0,0,30,557,236,0,0,0,0,168,153,183,0,183,5017,17,1,1,25,155,4818,1182,0,1182
17,031,740400,14000US17031740400,Census Tract 7404,,129565,4738,4738,4169,275,0,155,0,0,139,4738,4408,3885,275,0,155,0,0,93,330,284,0,0,0,0,0,46,152,0,152,4738,62,0,35,131,38,4472,1255,10,1245
17,031,750100,14000US17031750100,Census Tract 7501,,73573,4061,4061,288,3697,0,20,0,33,23,4061,4005,288,3697,0,20,0,0,0,56,0,0,0,0,0,33,23,254,0,254,3978,421,102,77,476,384,2518,762,225,537
17,031,750200,14000US17031750200,Census Tract 7502,,98467,2856,2856,969,1743,0,0,0,12,132,2856,2598,843,1725,0,0,0,0,30,258,126,18,0,0,0,12,102,175,0,175,2856,58,76,28,159,209,2326,586,33,553
17,031,750300,14000US17031750300,Census Tract 7503,,126250,2604,2604,2387,143,0,5,0,5,64,2604,2524,2328,138,0,5,0,5,48,80,59,5,0,0,0,0,16,114,0,114,2599,33,0,24,153,115,2274,776,25,751
17,031,750400,14000US17031750400,Census Tract 7504,,134004,2907,2907,1905,750,23,63,0,166,0,2907,2635,1716,738,23,63,0,95,0,272,189,12,0,0,0,71,0,43,0,43,2902,152,0,7,225,85,2433,561,0,561
17,031,750500,14000US17031750500,Census Tract 7505,,58816,5278,5278,1343,3620,0,18,0,13,284,5278,5183,1261,3620,0,18,0,0,284,95,82,0,0,0,0,13,0,176,0,176,4892,356,360,0,240,235,3701,925,115,810
17,031,750600,14000US17031750600,Census Tract 7506,,61250,3921,3921,73,3569,0,0,0,0,279,3921,3790,73,3555,0,0,0,0,162,131,0,14,0,0,0,0,117,174,0,174,3892,307,312,265,391,304,2313,1081,375,706
17,031,760801,14000US17031760801,Census Tract 7608.01,,83393,4814,4814,2197,241,0,1829,0,287,260,4814,4241,2036,241,0,1829,0,0,135,573,161,0,0,0,0,287,125,35,0,35,4814,227,269,101,378,119,3720,926,40,886
17,031,760802,14000US17031760802,Census Tract 7608.02,,124271,2351,2351,2194,32,0,19,0,106,0,2351,2159,2108,32,0,19,0,0,0,192,86,0,0,0,0,106,0,71,0,71,2351,303,64,8,99,90,1787,254,128,126
17,031,760803,14000US17031760803,Census Tract 7608.03,,62426,6253,6253,5098,691,0,211,0,0,253,6253,5791,4781,640,0,211,0,0,159,462,317,51,0,0,0,0,94,38,0,38,6253,148,19,496,676,1172,3742,1009,220,789
17,031,770201,14000US17031770201,Census Tract 7702.01,,91292,6075,6075,4536,129,0,1025,0,35,350,6075,5501,4224,129,0,1025,0,0,123,574,312,0,0,0,0,35,227,298,0,298,6068,140,15,43,215,682,4973,1334,65,1269
17,031,770202,14000US17031770202,Census Tract 7702.02,,97224,4435,4435,3776,15,20,202,0,100,322,4435,3699,3467,15,0,202,0,0,15,736,309,0,20,0,0,100,307,55,0,55,4435,480,30,78,53,339,3455,822,269,553
17,031,770300,14000US17031770300,Census Tract 7703,,102872,7034,7034,5709,418,0,398,0,176,333,7034,6139,5215,418,0,398,0,10,98,895,494,0,0,0,0,166,235,448,0,448,7034,125,0,182,70,579,6078,1637,83,1554
17,031,770400,14000US17031770400,Census Tract 7704,,96875,4673,4673,3491,102,0,392,30,143,515,4673,3477,2907,102,0,392,0,0,76,1196,584,0,0,0,30,143,439,228,0,228,4653,50,40,21,243,448,3851,1093,11,1082
17,031,770500,14000US17031770500,Census Tract 7705,,44911,4331,4331,2436,0,244,0,0,649,1002,4331,504,489,0,0,0,0,0,15,3827,1947,0,244,0,0,649,987,424,57,367,4331,566,223,414,626,585,1917,1550,666,884
17,031,770601,14000US17031770601,Census Tract 7706.01,,99309,3635,3635,2809,66,0,494,0,94,172,3635,3340,2780,66,0,494,0,0,0,295,29,0,0,0,0,94,172,137,0,137,3391,18,101,9,19,509,2735,736,61,675
17,031,770602,14000US17031770602,Census Tract 7706.02,,90202,4899,4899,3645,3,13,419,0,248,571,4899,2586,1951,3,0,419,0,11,202,2313,1694,0,13,0,0,237,369,361,17,344,4701,279,0,183,574,217,3448,964,210,754
17,031,770700,14000US17031770700,Census Tract 7707,,79728,2227,2227,1772,14,14,127,0,114,186,2227,1671,1504,14,0,127,0,0,26,556,268,0,14,0,0,114,160,133,13,120,2227,92,121,15,73,168,1758,423,27,396
17,031,770800,14000US17031770800,Census Tract 7708,,80714,5583,5583,4466,85,0,217,0,676,139,5583,3912,3610,85,0,217,0,0,0,1671,856,0,0,0,0,676,139,79,0,79,5583,98,102,0,858,695,3830,1304,60,1244
17,031,770901,14000US17031770901,Census Tract 7709.01,,104649,4847,4847,4000,80,18,387,0,113,249,4847,4398,3714,13,0,387,0,41,243,449,286,67,18,0,0,72,6,206,0,206,4847,58,97,95,223,445,3929,881,57,824
17,031,770902,14000US17031770902,Census Tract 7709.02,,96250,3588,3588,3161,9,0,250,0,54,114,3588,3413,3071,1,0,250,0,0,91,175,90,8,0,0,0,54,23,79,0,79,3588,88,13,80,217,410,2780,615,0,615
17,031,800100,14000US17031800100,Census Tract 8001,,250001,2315,2315,2145,0,0,73,0,30,67,2315,2271,2141,0,0,73,0,0,57,44,4,0,0,0,0,30,10,79,5,74,2315,53,0,5,39,0,2218,742,6,736
17,031,800200,14000US17031800200,Census Tract 8002,,250001,6509,6509,6159,128,0,158,0,0,64,6509,6449,6108,128,0,158,0,0,55,60,51,0,0,0,0,0,9,394,0,394,6509,37,9,75,289,137,5962,1758,56,1702
17,031,800300,14000US17031800300,Census Tract 8003,,250001,3230,3230,2890,0,0,92,0,136,112,3230,3176,2849,0,0,92,0,123,112,54,41,0,0,0,0,13,0,172,0,172,3131,47,18,11,59,0,2996,930,11,919
17,031,800400,14000US17031800400,Census Tract 8004,,250001,3782,3782,3430,0,0,133,0,21,198,3782,3700,3408,0,0,133,0,21,138,82,22,0,0,0,0,0,60,230,0,230,3782,16,37,0,16,110,3603,1262,0,1262
17,031,800500,14000US17031800500,Census Tract 8005,,250001,5616,5616,5244,1,0,98,12,13,248,5616,5577,5219,1,0,98,12,13,234,39,25,0,0,0,0,0,14,292,0,292,5616,110,1,38,76,38,5353,1824,9,1815
17,031,800600,14000US17031800600,Census Tract 8006,,250001,2264,2264,2003,0,1,60,0,30,170,2264,2163,1957,0,0,57,0,17,132,101,46,0,1,3,0,13,38,137,0,137,2264,46,29,0,13,51,2125,768,1,767
17,031,800700,14000US17031800700,Census Tract 8007,,250001,5085,5085,4432,21,0,371,0,9,252,5085,4882,4370,21,0,362,0,0,129,203,62,0,0,9,0,9,123,434,0,434,5084,34,31,1,99,42,4877,1659,23,1636
17,031,800800,14000US17031800800,Census Tract 8008,,135625,2509,2509,2310,10,0,141,0,0,48,2509,2209,2028,10,0,141,0,0,30,300,282,0,0,0,0,0,18,171,0,171,2509,251,9,0,140,53,2056,770,76,694
17,031,800900,14000US17031800900,Census Tract 8009,,138800,4344,4344,2879,19,0,1154,0,164,128,4344,4116,2742,19,0,1154,0,89,112,228,137,0,0,0,0,75,16,263,0,263,4344,34,33,11,135,205,3926,1131,18,1113
17,031,801000,14000US17031801000,Census Tract 8010,,177857,5311,5311,4063,0,0,1063,0,0,185,5311,5265,4031,0,0,1063,0,0,171,46,32,0,0,0,0,0,14,264,0,264,5311,82,62,28,202,211,4726,1331,20,1311
17,031,801100,14000US17031801100,Census Tract 8011,,221111,4939,4939,4600,1,0,225,0,7,106,4939,4873,4534,1,0,225,0,7,106,66,66,0,0,0,0,0,0,274,0,274,4931,126,0,0,24,87,4694,1773,27,1746
17,031,801200,14000US17031801200,Census Tract 8012,,250001,3627,3627,3406,18,0,98,0,0,105,3627,3504,3283,18,0,98,0,0,105,123,123,0,0,0,0,0,0,145,17,128,3623,28,0,18,18,62,3497,911,7,904
17,031,801300,14000US17031801300,Census Tract 8013,,244609,4432,4432,3718,49,33,460,0,31,141,4432,4276,3606,49,21,460,0,31,109,156,112,0,12,0,0,0,32,259,0,259,4350,51,189,46,111,56,3897,1346,10,1336
17,031,801400,14000US17031801400,Census Tract 8014,,169440,3057,3057,2268,157,6,492,0,0,134,3057,2846,2148,66,6,492,0,0,134,211,120,91,0,0,0,0,0,165,0,165,3057,108,0,26,39,10,2874,856,14,842
17,031,801500,14000US17031801500,Census Tract 8015,,189464,6370,6370,5573,147,0,482,0,5,163,6370,6229,5519,147,0,482,0,0,81,141,54,0,0,0,0,5,82,362,0,362,5999,97,0,128,183,217,5374,1212,132,1080
17,031,801601,14000US17031801601,Census Tract 8016.01,,119972,4221,4221,3445,52,0,628,0,14,82,4221,4184,3429,52,0,628,0,0,75,37,16,0,0,0,0,14,7,153,0,153,4086,255,64,32,72,75,3588,754,84,670
17,031,801603,14000US17031801603,Census Tract 8016.03,,52634,3989,3989,2354,579,0,633,0,266,157,3989,3546,2028,579,0,633,0,157,149,443,326,0,0,0,0,109,8,165,0,165,3843,197,172,423,485,197,2369,904,305,599
17,031,801605,14000US17031801605,Census Tract 8016.05,,187778,5451,5451,4455,19,0,828,0,1,148,5451,4811,3928,19,0,828,0,0,36,640,527,0,0,0,0,1,112,407,0,407,5451,82,16,0,20,160,5173,939,0,939
17,031,801606,14000US17031801606,Census Tract 8016.06,,167137,7232,7232,5766,93,0,980,0,161,232,7232,7158,5720,93,0,980,0,148,217,74,46,0,0,0,0,13,15,240,0,240,7232,223,0,120,73,68,6748,1142,43,1099
17,031,801607,14000US17031801607,Census Tract 8016.07,,161389,5603,5603,3408,43,0,1801,0,89,262,5603,5241,3251,43,0,1801,0,27,119,362,157,0,0,0,0,62,143,305,0,305,5603,101,15,28,203,132,5124,1369,26,1343
17,031,801608,14000US17031801608,Census Tract 8016.08,,154417,6971,6971,4579,14,0,2011,0,16,351,6971,6833,4510,14,0,2011,0,0,298,138,69,0,0,0,0,16,53,244,0,244,6894,113,182,43,84,139,6333,1498,91,1407
17,031,801701,14000US17031801701,Census Tract 8017.01,,212750,3815,3815,3146,0,0,572,0,34,63,3815,3748,3133,0,0,567,0,0,48,67,13,0,0,5,0,34,15,223,0,223,3806,15,0,55,39,65,3632,1123,18,1105
17,031,801702,14000US17031801702,Census Tract 8017.02,,199853,5038,5038,4191,23,0,544,0,115,165,5038,4799,4090,0,0,544,0,0,165,239,101,23,0,0,0,115,0,506,0,506,5038,108,0,7,79,84,4760,1705,26,1679
17,031,801800,14000US17031801800,Census Tract 8018,,222679,6027,6027,5347,136,0,474,0,0,70,6027,5940,5269,136,0,474,0,0,61,87,78,0,0,0,0,0,9,299,42,257,6027,333,117,18,150,33,5376,1248,111,1137
17,031,801901,14000US17031801901,Census Tract 8019.01,,118125,4502,4502,3525,15,46,522,0,306,88,4502,3636,3061,15,0,505,0,0,55,866,464,0,46,17,0,306,33,205,0,205,4403,113,103,113,277,239,3558,718,162,556
17,031,801902,14000US17031801902,Census Tract 8019.02,,179375,3904,3904,3382,0,0,341,0,0,181,3904,3575,3106,0,0,341,0,0,128,329,276,0,0,0,0,0,53,340,6,334,3889,9,12,0,329,44,3495,1260,0,1260
17,031,802002,14000US17031802002,Census Tract 8020.02,,152778,5038,5038,4007,82,0,487,0,263,199,5038,4610,3927,82,0,487,0,0,114,428,80,0,0,0,0,263,85,191,6,185,4786,86,0,56,87,38,4519,1148,20,1128
