State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Median Family Income (In 2021 Inflation Adjusted Dollars),Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races,Civilian Population 16 to 19 Years:,"Civilian Population 16 to 19 Years: Not High School Graduate, Not Enrolled (Dropped Out)","Civilian Population 16 to 19 Years: High School Graduate, or Enrolled (In School)",Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty,Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level
Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_GEOID,Geo_NAME,Geo_BTTR,SE_A14010_001,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A12003_001,SE_A12003_002,SE_A12003_003,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003
17,031,060500,14000US17031060500,Census Tract 605,,227054,1241,1241,912,31,0,209,0,17,72,1241,1122,867,31,0,206,0,0,18,119,45,0,0,3,0,17,54,26,0,26,1241,131,54,115,70,40,831,242,0,242
17,031,060800,14000US17031060800,Census Tract 608,,128750,5203,5203,3798,227,0,637,0,162,379,5203,4678,3584,227,0,637,0,43,187,525,214,0,0,0,0,119,192,0,0,0,5203,140,161,98,210,146,4448,276,34,242
17,031,060900,14000US17031060900,Census Tract 609,,129792,7223,7223,6000,193,79,516,0,6,429,7223,6668,5673,193,0,491,0,0,311,555,327,0,79,25,0,6,118,0,0,0,7223,311,28,129,242,333,6180,519,0,519
17,031,061000,14000US17031061000,Census Tract 610,,167083,2283,2283,1725,36,0,425,0,55,42,2283,2047,1544,36,0,425,0,0,42,236,181,0,0,0,0,55,0,5,0,5,2283,227,84,16,88,124,1744,145,0,145
17,031,061100,14000US17031061100,Census Tract 611,,127708,1399,1399,1140,57,0,28,0,23,151,1399,1211,1106,51,0,28,0,0,26,188,34,6,0,0,0,23,125,12,0,12,1399,29,12,18,49,89,1202,83,0,83
17,031,061200,14000US17031061200,Census Tract 612,,186563,2095,2095,1853,34,0,67,0,58,83,2095,1781,1603,34,0,67,0,6,71,314,250,0,0,0,0,52,12,46,7,39,2095,62,34,20,39,81,1859,330,11,319
17,031,061500,14000US17031061500,Census Tract 615,,194167,2050,2050,1711,81,6,66,0,27,159,2050,1908,1636,81,0,66,0,0,125,142,75,0,6,0,0,27,34,56,0,56,2050,104,0,35,43,72,1796,203,0,203
17,031,061800,14000US17031061800,Census Tract 618,,113958,1305,1305,1008,24,0,172,0,34,67,1305,1117,886,24,0,172,0,0,35,188,122,0,0,0,0,34,32,40,0,40,1177,128,15,14,38,80,902,111,0,111
17,031,061901,14000US17031061901,Census Tract 619.01,,143750,3348,3348,2377,283,14,263,0,80,331,3348,2843,2232,283,0,211,0,29,88,505,145,0,14,52,0,51,243,0,0,0,3348,227,180,199,122,43,2577,231,52,179
17,031,061902,14000US17031061902,Census Tract 619.02,,135333,4988,4988,3975,333,14,501,0,50,115,4988,4709,3804,323,14,501,0,0,67,279,171,10,0,0,0,50,48,123,0,123,4988,271,21,157,173,184,4182,329,0,329
17,031,062000,14000US17031062000,Census Tract 620,,168100,3181,3181,2626,115,0,109,0,35,296,3181,2959,2521,115,0,109,0,0,214,222,105,0,0,0,0,35,82,11,0,11,3181,112,27,41,55,186,2760,407,0,407
17,031,062100,14000US17031062100,Census Tract 621,,167188,3521,3521,2989,121,0,294,0,56,61,3521,3280,2823,121,0,275,0,0,61,241,166,0,0,19,0,56,0,35,0,35,3521,215,68,73,76,197,2892,173,0,173
17,031,062200,14000US17031062200,Census Tract 622,,250001,3145,3145,2694,41,0,195,0,65,150,3145,2648,2350,41,0,179,0,0,78,497,344,0,0,16,0,65,72,40,0,40,3145,217,43,0,24,9,2852,714,95,619
17,031,062300,14000US17031062300,Census Tract 623,,250001,1639,1639,1337,33,0,109,0,5,155,1639,1535,1284,33,0,109,0,0,109,104,53,0,0,0,0,5,46,30,2,28,1639,51,0,32,27,49,1480,395,0,395
17,031,062400,14000US17031062400,Census Tract 624,,250001,1622,1622,1432,79,0,10,0,15,86,1622,1545,1398,79,0,10,0,0,58,77,34,0,0,0,0,15,28,44,0,44,1622,29,25,55,17,105,1391,298,0,298
17,031,062500,14000US17031062500,Census Tract 625,,213571,1557,1557,1324,45,0,168,11,0,9,1557,1375,1146,45,0,168,11,0,5,182,178,0,0,0,0,0,4,17,7,10,1557,78,123,24,90,10,1232,240,36,204
17,031,062600,14000US17031062600,Census Tract 626,,250001,2474,2474,1938,17,0,287,13,65,154,2474,2205,1768,17,0,287,13,0,120,269,170,0,0,0,0,65,34,103,0,103,2474,39,0,38,20,71,2306,732,0,732
17,031,062700,14000US17031062700,Census Tract 627,,250001,3066,3066,2617,38,22,147,0,76,166,3066,2817,2466,38,22,147,0,39,105,249,151,0,0,0,0,37,61,80,0,80,3060,71,18,57,20,140,2754,537,0,537
17,031,062800,14000US17031062800,Census Tract 628,,242313,3613,3613,3162,55,0,163,9,11,213,3613,3386,3051,55,0,134,9,0,137,227,111,0,0,29,0,11,76,117,14,103,3587,104,6,38,107,53,3279,654,0,654
17,031,062900,14000US17031062900,Census Tract 629,,230286,3956,3956,2974,166,0,263,0,397,156,3956,3593,2855,166,0,249,0,208,115,363,119,0,0,14,0,189,41,47,0,47,3956,97,34,87,104,109,3525,565,7,558
17,031,063000,14000US17031063000,Census Tract 630,,197391,3315,3315,2548,164,0,243,72,58,230,3315,3095,2469,156,0,243,62,0,165,220,79,8,0,0,10,58,65,25,0,25,3315,166,34,33,12,54,3016,297,0,297
17,031,063100,14000US17031063100,Census Tract 631,,175208,2343,2343,2050,0,0,118,0,16,159,2343,2255,1989,0,0,118,0,16,132,88,61,0,0,0,0,0,27,34,0,34,2343,132,7,67,22,98,2017,227,0,227
17,031,063200,14000US17031063200,Census Tract 632,,207517,6387,6387,5500,365,0,316,0,31,175,6387,5882,5026,365,0,316,0,0,175,505,474,0,0,0,0,31,0,0,0,0,6320,132,0,27,135,271,5755,385,0,385
17,031,063301,14000US17031063301,Census Tract 633.01,,106375,3008,3008,2208,298,0,206,0,58,238,3008,2639,2042,298,0,206,0,0,93,369,166,0,0,0,0,58,145,19,0,19,3008,301,172,71,193,61,2210,176,0,176
17,031,063302,14000US17031063302,Census Tract 633.02,,158229,4010,4010,3464,121,0,298,0,17,110,4010,3805,3293,104,0,298,0,0,110,205,171,17,0,0,0,17,0,44,0,44,4010,189,14,129,0,117,3561,382,0,382
17,031,063303,14000US17031063303,Census Tract 633.03,,174167,1180,1180,981,0,0,194,0,0,5,1180,1148,949,0,0,194,0,0,5,32,32,0,0,0,0,0,0,6,0,6,1180,40,41,10,38,41,1010,48,0,48
17,031,063400,14000US17031063400,Census Tract 634,,211333,2737,2737,2253,88,0,243,0,11,142,2737,2552,2135,88,0,243,0,0,86,185,118,0,0,0,0,11,56,92,0,92,2737,58,39,70,59,113,2398,435,0,435
17,031,070101,14000US17031070101,Census Tract 701.01,,134018,4054,4054,3430,78,14,189,0,174,169,4054,3742,3309,78,14,172,0,0,169,312,121,0,0,17,0,174,0,95,0,95,4054,276,46,182,138,133,3279,459,0,459
17,031,070102,14000US17031070102,Census Tract 701.02,,230469,3359,3359,2756,245,0,138,0,52,168,3359,3090,2636,168,0,138,0,0,148,269,120,77,0,0,0,52,20,22,0,22,3282,74,85,0,79,89,2955,210,0,210
17,031,070103,14000US17031070103,Census Tract 701.03,,104583,1408,1408,1165,86,0,104,0,28,25,1408,1316,1089,86,0,104,0,12,25,92,76,0,0,0,0,16,0,0,0,0,1408,129,65,16,30,11,1157,0,0,0
17,031,070200,14000US17031070200,Census Tract 702,,193304,4092,4092,3278,143,0,335,2,161,173,4092,3754,3134,143,0,335,2,0,140,338,144,0,0,0,0,161,33,36,0,36,3923,174,40,71,222,15,3401,413,0,413
17,031,070300,14000US17031070300,Census Tract 703,,250001,3558,3558,3187,26,0,160,0,16,169,3558,3409,3054,26,0,160,0,0,169,149,133,0,0,0,0,16,0,197,0,197,3558,185,36,81,15,35,3206,522,29,493
17,031,070400,14000US17031070400,Census Tract 704,,250001,3420,3420,2902,77,0,305,0,36,100,3420,3308,2826,77,0,305,0,0,100,112,76,0,0,0,0,36,0,163,8,155,3420,214,36,91,65,54,2960,621,10,611
17,031,070500,14000US17031070500,Census Tract 705,,250001,3264,3264,2763,195,0,125,0,7,174,3264,3099,2670,195,0,125,0,0,109,165,93,0,0,0,0,7,65,99,0,99,3023,26,0,66,88,122,2721,520,0,520
17,031,070600,14000US17031070600,Census Tract 706,,250001,3235,3235,2853,10,0,210,0,80,82,3235,3060,2801,10,0,210,0,0,39,175,52,0,0,0,0,80,43,167,0,167,3235,177,0,0,92,61,2905,835,0,835
17,031,070700,14000US17031070700,Census Tract 707,,214597,3834,3834,2595,365,6,492,0,53,323,3834,3306,2342,365,0,492,0,0,107,528,253,0,6,0,0,53,216,82,0,82,3834,144,76,89,85,45,3395,832,0,832
17,031,071000,14000US17031071000,Census Tract 710,,250001,4918,4918,4070,311,7,328,0,57,145,4918,4601,3877,303,0,328,0,7,86,317,193,8,7,0,0,50,59,1420,0,1420,2675,208,3,35,33,34,2362,541,0,541
17,031,071100,14000US17031071100,Census Tract 711,,245469,3425,3425,2694,31,0,403,0,67,230,3425,3071,2498,31,0,403,0,0,139,354,196,0,0,0,0,67,91,287,0,287,2912,80,25,0,88,54,2665,443,0,443
17,031,071200,14000US17031071200,Census Tract 712,,212019,2217,2217,1699,133,0,175,0,77,133,2217,2019,1649,133,0,175,0,0,62,198,50,0,0,0,0,77,71,32,0,32,2217,130,70,66,24,75,1852,404,0,404
17,031,071300,14000US17031071300,Census Tract 713,,159420,3996,3996,3307,29,0,464,0,58,138,3996,3854,3192,29,0,464,0,32,137,142,115,0,0,0,0,26,1,95,0,95,3996,368,105,59,73,103,3288,601,0,601
17,031,071400,14000US17031071400,Census Tract 714,,224745,4799,4799,4080,197,0,289,0,98,135,4799,4600,3988,188,0,289,0,0,135,199,92,9,0,0,0,98,0,70,0,70,4799,454,202,83,52,117,3891,332,55,277
17,031,071500,14000US17031071500,Census Tract 715,,198750,6110,6110,5272,135,0,424,0,279,0,6110,5903,5238,135,0,424,0,106,0,207,34,0,0,0,0,173,0,31,0,31,6110,263,107,56,41,43,5600,541,0,541
17,031,071600,14000US17031071600,Census Tract 716,,250001,1969,1969,1579,131,0,196,0,18,45,1969,1887,1526,124,0,196,0,0,41,82,53,7,0,0,0,18,4,86,0,86,1969,38,31,56,36,45,1763,500,0,500
17,031,071700,14000US17031071700,Census Tract 717,,250001,1628,1628,1249,167,0,179,0,1,32,1628,1572,1194,167,0,179,0,0,32,56,55,0,0,0,0,1,0,26,0,26,1628,112,15,0,5,0,1496,357,49,308
17,031,071800,14000US17031071800,Census Tract 718,,250001,2752,2752,2173,265,0,257,0,10,47,2752,2538,2028,248,0,257,0,0,5,214,145,17,0,0,0,10,42,136,0,136,2745,34,35,57,27,33,2559,603,44,559
17,031,080100,14000US17031080100,Census Tract 801,,250001,6886,6886,6023,41,0,561,0,0,261,6886,6691,5828,41,0,561,0,0,261,195,195,0,0,0,0,0,0,170,0,170,6886,261,294,53,94,126,6058,474,0,474
17,031,080201,14000US17031080201,Census Tract 802.01,,171905,3199,3199,2764,65,0,202,0,21,147,3199,3101,2714,65,0,202,0,21,99,98,50,0,0,0,0,0,48,60,23,37,3199,53,0,18,92,29,3007,149,0,149
17,031,080202,14000US17031080202,Census Tract 802.02,,250001,3758,3758,3338,76,0,163,0,36,145,3758,3376,3120,76,0,163,0,0,17,382,218,0,0,0,0,36,128,62,0,62,3728,230,21,86,29,69,3293,106,0,106
17,031,080300,14000US17031080300,Census Tract 803,,209497,5018,5018,4004,33,90,772,0,88,31,5018,4906,3962,33,90,772,0,34,15,112,42,0,0,0,0,54,16,0,0,0,5018,261,57,13,102,68,4517,486,20,466
17,031,080400,14000US17031080400,Census Tract 804,,,4699,4699,1672,2291,0,330,0,22,384,4699,4485,1501,2270,0,330,0,0,384,214,171,21,0,0,0,22,0,221,0,221,4672,222,285,308,606,485,2766,1045,169,876
17,031,081000,14000US17031081000,Census Tract 810,,156037,8485,8485,5952,1032,0,1010,0,137,354,8485,7835,5604,952,0,1010,0,0,269,650,348,80,0,0,0,137,85,536,0,536,7037,410,419,709,446,258,4795,454,215,239
17,031,081100,14000US17031081100,Census Tract 811,,199384,4453,4453,3483,366,0,311,0,62,231,4453,4202,3293,340,0,311,0,49,209,251,190,26,0,0,0,13,22,0,0,0,4453,532,109,75,312,149,3276,261,0,261
17,031,081201,14000US17031081201,Census Tract 812.01,,234773,4684,4684,3836,129,18,501,0,33,167,4684,4388,3698,129,18,501,0,20,22,296,138,0,0,0,0,13,145,227,0,227,4340,137,29,66,80,136,3892,150,0,150
17,031,081202,14000US17031081202,Census Tract 812.02,,250001,3275,3275,2768,110,0,104,0,74,219,3275,3158,2726,110,0,104,0,35,183,117,42,0,0,0,0,39,36,70,0,70,3275,61,43,10,59,23,3079,421,0,421
17,031,081300,14000US17031081300,Census Tract 813,,237292,5860,5860,4491,306,0,707,0,223,133,5860,5541,4395,306,0,707,0,0,133,319,96,0,0,0,0,223,0,87,0,87,5860,508,81,0,21,142,5108,288,22,266
17,031,081401,14000US17031081401,Census Tract 814.01,,237273,2247,2247,1689,53,0,277,0,11,217,2247,2056,1653,53,0,277,0,0,73,191,36,0,0,0,0,11,144,32,0,32,2202,161,12,31,78,54,1866,93,0,93
17,031,081402,14000US17031081402,Census Tract 814.02,,243571,5613,5613,3476,276,17,1352,0,102,390,5613,5020,3224,276,17,1352,0,0,151,593,252,0,0,0,0,102,239,71,0,71,5613,554,23,96,66,131,4743,614,105,509
17,031,081403,14000US17031081403,Census Tract 814.03,,176927,8984,8984,5542,174,0,2757,0,228,283,8984,8484,5272,174,0,2757,0,34,247,500,270,0,0,0,0,194,36,0,0,0,8984,561,354,194,59,150,7666,335,35,300
17,031,081500,14000US17031081500,Census Tract 815,,250001,4766,4766,2871,103,1,1673,0,60,58,4766,4404,2724,103,0,1577,0,0,0,362,147,0,1,96,0,60,58,6,0,6,4738,198,33,17,142,36,4312,199,0,199
17,031,081600,14000US17031081600,Census Tract 816,,193304,3659,3659,2826,97,47,465,0,62,162,3659,3492,2766,82,47,465,0,27,105,167,60,15,0,0,0,35,57,0,0,0,3659,156,0,25,193,130,3155,200,0,200
17,031,081700,14000US17031081700,Census Tract 817,,185893,4677,4677,3339,197,0,682,0,103,356,4677,4232,3194,197,0,682,0,33,126,445,145,0,0,0,0,70,230,22,0,22,4677,207,26,121,125,104,4094,64,0,64
17,031,081800,14000US17031081800,Census Tract 818,,250001,11295,11295,8515,217,0,1270,0,518,775,11295,10386,8316,217,0,1270,0,0,583,909,199,0,0,0,0,518,192,233,0,233,11295,470,20,0,53,141,10611,607,0,607
17,031,081900,14000US17031081900,Census Tract 819,,163333,1197,1197,799,305,0,55,0,24,14,1197,1140,766,305,0,55,0,0,14,57,33,0,0,0,0,24,0,42,0,42,1197,119,51,50,12,68,897,161,64,97
17,031,090100,14000US17031090100,Census Tract 901,,134464,3492,3492,3080,36,0,159,0,87,130,3492,2916,2582,36,0,159,0,9,130,576,498,0,0,0,0,78,0,86,0,86,3492,162,0,31,82,73,3144,728,62,666
17,031,090200,14000US17031090200,Census Tract 902,,157697,6540,6540,5957,40,0,77,0,76,390,6540,5888,5510,40,0,77,0,31,230,652,447,0,0,0,0,45,160,179,0,179,6540,198,0,85,127,172,5958,1339,52,1287
17,031,090300,14000US17031090300,Census Tract 903,,117813,1462,1462,1250,0,0,0,0,163,49,1462,1252,1197,0,0,0,0,6,49,210,53,0,0,0,0,157,0,60,0,60,1440,37,53,8,44,41,1257,325,28,297
17,031,100100,14000US17031100100,Census Tract 1001,,100015,5831,5831,5132,0,15,110,0,257,317,5831,4770,4494,0,0,110,0,0,166,1061,638,0,15,0,0,257,151,508,9,499,5831,245,193,38,59,420,4876,1252,192,1060
17,031,100200,14000US17031100200,Census Tract 1002,,114500,7309,7309,5295,233,23,397,0,337,1024,7309,5541,4810,178,23,397,0,50,83,1768,485,55,0,0,0,287,941,311,0,311,7129,281,187,14,309,359,5979,1783,147,1636
17,031,100300,14000US17031100300,Census Tract 1003,,107625,6393,6393,5670,87,10,236,0,309,81,6393,5724,5141,48,10,236,0,208,81,669,529,39,0,0,0,101,0,185,0,185,6135,161,192,146,412,214,5010,1244,48,1196
17,031,100400,14000US17031100400,Census Tract 1004,,148077,3476,3476,2847,3,18,321,0,167,120,3476,3086,2724,3,0,321,0,0,38,390,123,0,18,0,0,167,82,185,0,185,3476,89,12,11,85,173,3106,930,8,922
17,031,100500,14000US17031100500,Census Tract 1005,,115337,5629,5629,4601,1,0,287,0,178,562,5629,5072,4371,1,0,287,0,45,368,557,230,0,0,0,0,133,194,255,0,255,5562,125,16,16,133,200,5072,1354,34,1320
17,031,100600,14000US17031100600,Census Tract 1006,,87827,5093,5093,3671,42,60,365,0,228,727,5093,3489,2969,42,13,365,0,0,100,1604,702,0,47,0,0,228,627,221,14,207,5093,213,27,403,255,639,3556,1242,203,1039
17,031,100700,14000US17031100700,Census Tract 1007,,128523,5504,5504,4528,63,11,632,0,29,241,5504,4650,3931,63,0,632,0,0,24,854,597,0,11,0,0,29,217,312,0,312,5504,113,253,88,219,283,4548,1201,0,1201
17,031,110100,14000US17031110100,Census Tract 1101,,115167,5777,5777,4160,47,0,998,0,158,414,5777,4478,3238,32,0,998,0,0,210,1299,922,15,0,0,0,158,204,304,0,304,5777,191,346,72,199,239,4730,1464,197,1267
17,031,110200,14000US17031110200,Census Tract 1102,,83897,2857,2857,2243,214,0,121,0,114,165,2857,2150,1815,214,0,121,0,0,0,707,428,0,0,0,0,114,165,113,0,113,2857,198,26,83,119,456,1975,514,96,418
17,031,110300,14000US17031110300,Census Tract 1103,,109957,5537,5537,3787,13,22,652,0,738,325,5537,3995,3201,13,0,652,0,0,129,1542,586,0,22,0,0,738,196,200,0,200,5537,468,17,75,137,322,4518,1346,219,1127
17,031,110400,14000US17031110400,Census Tract 1104,,77308,4551,4551,3100,110,10,369,0,469,493,4551,3466,2734,72,0,359,0,0,301,1085,366,38,10,10,0,469,192,178,0,178,4480,134,97,91,15,592,3551,824,67,757
17,031,110501,14000US17031110501,Census Tract 1105.01,,108698,5087,5087,3321,271,0,709,57,183,546,5087,3597,2483,271,0,705,57,0,81,1490,838,0,0,4,0,183,465,241,0,241,5051,92,148,138,354,342,3977,843,54,789
17,031,110502,14000US17031110502,Census Tract 1105.02,,95268,3363,3363,2173,106,11,423,0,400,250,3363,2712,2079,93,11,423,0,0,106,651,94,13,0,0,0,400,144,88,0,88,3363,103,60,66,216,424,2494,677,78,599
17,031,120100,14000US17031120100,Census Tract 1201,,167125,4470,4470,3975,1,0,238,0,68,188,4470,4079,3790,1,0,232,0,5,51,391,185,0,0,6,0,63,137,118,5,113,4470,59,26,7,208,118,4052,989,11,978
17,031,120200,14000US17031120200,Census Tract 1202,,157927,4862,4862,3832,95,0,682,0,144,109,4862,4488,3602,95,0,682,0,0,109,374,230,0,0,0,0,144,0,208,0,208,4862,62,28,121,157,192,4302,1308,96,1212
17,031,120300,14000US17031120300,Census Tract 1203,,172634,7214,7214,5879,4,0,859,0,127,345,7214,6470,5342,4,0,857,0,20,247,744,537,0,0,2,0,107,98,241,20,221,7214,115,100,5,173,192,6629,1975,65,1910
17,031,120400,14000US17031120400,Census Tract 1204,,123393,3765,3765,2326,0,0,795,0,463,181,3765,2923,2032,0,0,795,0,0,96,842,294,0,0,0,0,463,85,110,7,103,3765,70,38,41,136,314,3166,915,8,907
17,031,130100,14000US17031130100,Census Tract 1301,,86722,4888,4888,3284,108,0,1250,0,146,100,4888,4434,2851,108,0,1239,0,136,100,454,433,0,0,11,0,10,0,321,0,321,4705,404,149,437,436,422,2857,1010,287,723
17,031,130200,14000US17031130200,Census Tract 1302,,92237,1497,1497,935,18,0,181,0,147,216,1497,1019,783,18,0,181,0,0,37,478,152,0,0,0,0,147,179,80,0,80,1491,69,7,39,30,111,1235,242,42,200
17,031,130300,14000US17031130300,Census Tract 1303,,73510,5481,5481,2391,217,0,2021,0,258,594,5481,4287,1848,217,0,2021,0,0,201,1194,543,0,0,0,0,258,393,255,13,242,5471,240,317,240,283,673,3718,1200,375,825
17,031,140100,14000US17031140100,Census Tract 1401,,62039,3334,3334,1821,187,0,244,0,598,484,3334,2128,1587,187,0,244,0,0,110,1206,234,0,0,0,0,598,374,305,59,246,3334,262,51,78,396,442,2105,785,130,655
17,031,140200,14000US17031140200,Census Tract 1402,,60919,6669,6669,2808,391,2,1003,0,1732,733,6669,3537,1951,388,2,1003,0,0,193,3132,857,3,0,0,0,1732,540,849,0,849,5596,442,287,325,871,625,3046,1284,213,1071
17,031,140301,14000US17031140301,Census Tract 1403.01,,64342,2983,2983,634,33,76,729,0,641,870,2983,1055,282,33,0,725,0,0,15,1928,352,0,76,4,0,641,855,220,0,220,2976,159,207,173,479,415,1543,564,152,412
17,031,140302,14000US17031140302,Census Tract 1403.02,,86875,3685,3685,1798,215,43,455,0,648,526,3685,2452,1606,215,0,442,0,6,183,1233,192,0,43,13,0,642,343,124,12,112,3380,230,22,136,273,457,2262,773,102,671
17,031,140400,14000US17031140400,Census Tract 1404,,109357,5765,5765,3266,98,83,1175,0,810,333,5765,4038,2642,98,0,1175,0,32,91,1727,624,0,83,0,0,778,242,252,0,252,5765,71,115,121,384,433,4641,1166,94,1072
17,031,140500,14000US17031140500,Census Tract 1405,,77417,3466,3466,1712,172,51,406,0,629,496,3466,2253,1356,118,0,406,0,0,373,1213,356,54,51,0,0,629,123,126,0,126,3466,66,124,146,470,368,2292,710,55,655
17,031,140601,14000US17031140601,Census Tract 1406.01,,84968,2821,2821,1264,312,0,441,0,229,575,2821,1675,893,312,0,441,0,0,29,1146,371,0,0,0,0,229,546,125,0,125,2784,192,8,184,448,249,1703,593,119,474
17,031,140602,14000US17031140602,Census Tract 1406.02,,48417,4972,4972,2338,482,273,384,0,597,898,4972,2089,1126,466,0,384,0,0,113,2883,1212,16,273,0,0,597,785,236,0,236,4904,259,201,797,737,642,2268,1150,510,640
17,031,140701,14000US17031140701,Census Tract 1407.01,,76635,3046,3046,1081,182,21,620,0,502,640,3046,1409,604,163,5,612,0,0,25,1637,477,19,16,8,0,502,615,103,0,103,3046,61,10,134,433,510,1898,502,65,437
17,031,140702,14000US17031140702,Census Tract 1407.02,,62375,5806,5806,2730,122,76,374,0,1376,1128,5806,1928,1446,50,0,374,0,0,58,3878,1284,72,76,0,0,1376,1070,388,0,388,5783,578,160,232,865,474,3474,1387,404,983
17,031,140800,14000US17031140800,Census Tract 1408,,119883,6100,6100,4181,41,0,288,0,832,758,6100,3890,3379,17,0,288,0,0,206,2210,802,24,0,0,0,832,552,26,0,26,6100,198,34,442,170,748,4508,1218,285,933
17,031,150200,14000US17031150200,Census Tract 1502,,96435,7556,7556,5307,105,44,685,0,944,471,7556,5381,4266,105,11,663,0,0,336,2175,1041,0,33,22,0,944,135,192,0,192,7533,987,121,97,645,405,5278,1353,119,1234
17,031,150300,14000US17031150300,Census Tract 1503,,85299,7373,7373,5826,113,0,432,0,258,744,7373,5606,4741,89,0,432,0,46,298,1767,1085,24,0,0,0,212,446,371,0,371,7373,146,17,162,498,608,5942,1339,27,1312
17,031,150401,14000US17031150401,Census Tract 1504.01,,93793,4925,4925,3206,70,3,534,0,585,527,4925,3464,2771,42,0,519,0,0,132,1461,435,28,3,15,0,585,395,225,0,225,4925,283,30,93,215,654,3650,986,8,978
17,031,150402,14000US17031150402,Census Tract 1504.02,,104327,3795,3795,2595,160,22,180,0,545,293,3795,2357,2004,160,0,156,0,21,16,1438,591,0,22,24,0,524,277,215,0,215,3795,186,19,99,203,82,3206,945,112,833
17,031,150501,14000US17031150501,Census Tract 1505.01,,123493,3803,3803,2598,38,10,475,0,428,254,3803,2957,2209,14,0,394,0,210,130,846,389,24,10,81,0,218,124,180,6,174,3803,25,20,70,34,291,3363,581,0,581
17,031,150502,14000US17031150502,Census Tract 1505.02,,91458,4222,4222,2710,100,24,480,0,660,248,4222,2794,2209,100,0,449,0,21,15,1428,501,0,24,31,0,639,233,240,0,240,4222,110,12,128,519,395,3058,922,12,910
17,031,150600,14000US17031150600,Census Tract 1506,,85889,4378,4378,2654,73,39,324,0,902,386,4378,2508,2031,73,12,305,0,28,59,1870,623,0,27,19,0,874,327,306,0,306,4348,284,35,0,213,599,3217,875,120,755
17,031,150700,14000US17031150700,Census Tract 1507,,97143,4375,4375,2861,111,0,256,9,479,659,4375,2291,1827,111,0,256,0,21,76,2084,1034,0,0,0,9,458,583,290,0,290,4292,159,32,74,67,859,3101,1119,38,1081
17,031,150800,14000US17031150800,Census Tract 1508,,82284,5152,5152,2853,129,84,33,0,1201,852,5152,2189,1780,114,0,33,0,134,128,2963,1073,15,84,0,0,1067,724,179,0,179,5152,166,107,71,345,540,3923,892,129,763
17,031,151001,14000US17031151001,Census Tract 1510.01,,99063,2870,2870,1406,9,106,160,0,1080,109,2870,866,690,9,0,155,0,0,12,2004,716,0,106,5,0,1080,97,108,0,108,2862,228,62,0,204,311,2057,761,99,662
17,031,151002,14000US17031151002,Census Tract 1510.02,,80313,5363,5363,2254,99,5,24,0,1960,1021,5363,1380,1176,99,0,24,0,22,59,3983,1078,0,5,0,0,1938,962,237,0,237,5363,104,173,83,604,967,3432,1440,115,1325
17,031,151100,14000US17031151100,Census Tract 1511,,69375,5683,5683,3311,59,10,358,0,1441,504,5683,2231,1824,36,0,325,0,0,46,3452,1487,23,10,33,0,1441,458,192,0,192,5647,156,93,267,852,492,3787,1338,156,1182
