"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Civilian Population 16 to 19 Years:","Civilian Population 16 to 19 Years: Not High School Graduate, Not Enrolled (Dropped Out)","Civilian Population 16 to 19 Years: High School Graduate, or Enrolled (In School)","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"17031640100","Census Tract 6401, Cook County, Illinois","ACSSF","il","140","00","0006562",,,,,"17","031",,,"640100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031640100","Census Tract 6401",,,,40307,51,0,51,975,188,787,301,173,47,0,0,1349,217,182,12,0,0,0,0,23,1132,545,0,140,0,0,382,65
"17031640300","Census Tract 6403, Cook County, Illinois","ACSSF","il","140","00","0006563",,,,,"17","031",,,"640300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031640300","Census Tract 6403",,,,64653,407,0,407,4689,614,4075,2500,1154,287,85,51,7550,2894,2530,258,106,0,0,0,0,4656,1553,0,0,0,0,1256,1847
"17031640400","Census Tract 6404, Cook County, Illinois","ACSSF","il","140","00","0006564",,,,,"17","031",,,"640400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031640400","Census Tract 6404",,,,72839,37,0,37,2508,330,2178,1181,472,60,16,16,3467,2018,1872,67,10,0,0,0,69,1449,811,35,0,8,0,331,264
"17031640500","Census Tract 6405, Cook County, Illinois","ACSSF","il","140","00","0006565",,,,,"17","031",,,"640500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031640500","Census Tract 6405",,,,71719,132,0,132,2894,213,2681,1847,741,230,65,65,4025,2068,1971,48,0,49,0,0,0,1957,982,0,0,0,0,407,568
"17031640600","Census Tract 6406, Cook County, Illinois","ACSSF","il","140","00","0006566",,,,,"17","031",,,"640600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031640600","Census Tract 6406",,,,65714,189,0,189,2976,320,2656,1880,707,171,0,0,4337,1795,1658,62,0,75,0,0,0,2542,811,0,277,0,0,897,557
"17031640700","Census Tract 6407, Cook County, Illinois","ACSSF","il","140","00","0006567",,,,,"17","031",,,"640700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031640700","Census Tract 6407",,,,65529,205,0,205,2097,339,1758,911,423,26,0,0,3237,854,830,24,0,0,0,0,0,2383,981,0,31,0,0,1016,355
"17031640800","Census Tract 6408, Cook County, Illinois","ACSSF","il","140","00","0006568",,,,,"17","031",,,"640800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031640800","Census Tract 6408",,,,36875,64,22,42,1073,177,896,482,224,75,16,10,1542,376,312,35,0,29,0,0,0,1166,635,0,5,0,0,212,314
"17031650100","Census Tract 6501, Cook County, Illinois","ACSSF","il","140","00","0006569",,,,,"17","031",,,"650100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031650100","Census Tract 6501",,,,53697,333,0,333,2848,511,2337,878,338,162,28,0,4584,585,519,24,0,1,0,0,41,3999,1726,14,0,0,92,1319,848
"17031650200","Census Tract 6502, Cook County, Illinois","ACSSF","il","140","00","0006570",,,,,"17","031",,,"650200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031650200","Census Tract 6502",,,,79957,348,15,333,4524,958,3566,1587,843,231,59,26,7042,1479,1349,0,0,130,0,0,0,5563,2901,45,115,0,0,1609,893
"17031650301","Census Tract 6503.01, Cook County, Illinois","ACSSF","il","140","00","0006571",,,,,"17","031",,,"650301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031650301","Census Tract 6503.01",,,,63219,333,0,333,3137,871,2266,1422,648,162,18,0,4772,784,691,57,9,11,0,0,16,3988,2244,25,40,0,0,1041,638
"17031650302","Census Tract 6503.02, Cook County, Illinois","ACSSF","il","140","00","0006572",,,,,"17","031",,,"650302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031650302","Census Tract 6503.02",,,,48750,291,0,291,2627,756,1871,736,140,49,29,19,4782,418,324,70,0,0,0,0,24,4364,2411,0,6,0,0,1502,445
"17031650400","Census Tract 6504, Cook County, Illinois","ACSSF","il","140","00","0006573",,,,,"17","031",,,"650400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031650400","Census Tract 6504",,,,61125,744,0,744,3687,1208,2479,1414,453,91,12,0,6707,490,294,143,0,53,0,0,0,6217,1617,10,0,0,0,3349,1241
"17031650500","Census Tract 6505, Cook County, Illinois","ACSSF","il","140","00","0006574",,,,,"17","031",,,"650500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031650500","Census Tract 6505",,,,75275,197,16,181,2893,800,2093,1175,510,185,41,41,4511,1347,818,472,0,0,0,45,12,3164,1449,0,64,0,0,1255,396
"17031660301","Census Tract 6603.01, Cook County, Illinois","ACSSF","il","140","00","0006575",,,,,"17","031",,,"660301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031660301","Census Tract 6603.01",,,,22443,63,0,63,882,198,684,172,93,46,25,0,1572,554,38,516,0,0,0,0,0,1018,462,0,47,0,0,174,335
"17031660302","Census Tract 6603.02, Cook County, Illinois","ACSSF","il","140","00","0006576",,,,,"17","031",,,"660302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031660302","Census Tract 6603.02",,,,42542,356,0,356,3054,1051,2003,678,203,15,0,0,4640,895,15,880,0,0,0,0,0,3745,1506,0,78,0,0,1818,343
"17031660400","Census Tract 6604, Cook County, Illinois","ACSSF","il","140","00","0006577",,,,,"17","031",,,"660400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031660400","Census Tract 6604",,,,45071,297,34,263,2913,1017,1896,731,359,28,19,0,4614,232,159,73,0,0,0,0,0,4382,1759,0,37,23,0,1744,819
"17031660500","Census Tract 6605, Cook County, Illinois","ACSSF","il","140","00","0006578",,,,,"17","031",,,"660500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031660500","Census Tract 6605",,,,35242,331,0,331,2873,789,2084,521,200,104,32,0,4364,406,237,158,0,11,0,0,0,3958,2012,0,0,0,0,1099,847
"17031660600","Census Tract 6606, Cook County, Illinois","ACSSF","il","140","00","0006579",,,,,"17","031",,,"660600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031660600","Census Tract 6606",,,,29703,282,0,282,3223,578,2645,891,130,11,11,11,5266,2329,56,2227,0,0,0,0,46,2937,1421,71,32,0,0,720,693
"17031660700","Census Tract 6607, Cook County, Illinois","ACSSF","il","140","00","0006580",,,,,"17","031",,,"660700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031660700","Census Tract 6607",,,,27073,47,0,47,1127,348,779,402,94,31,0,0,1529,1371,0,1366,0,5,0,0,0,158,45,9,0,0,0,87,17
"17031660800","Census Tract 6608, Cook County, Illinois","ACSSF","il","140","00","0006581",,,,,"17","031",,,"660800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031660800","Census Tract 6608",,,,38973,205,27,178,3551,730,2821,1232,435,158,14,0,5728,3066,66,2775,0,12,0,0,213,2662,1171,67,0,0,0,1189,235
"17031660900","Census Tract 6609, Cook County, Illinois","ACSSF","il","140","00","0006582",,,,,"17","031",,,"660900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031660900","Census Tract 6609",,,,40459,135,0,135,2955,317,2638,1596,185,88,0,0,5081,4027,69,3858,0,23,0,0,77,1054,746,0,0,0,0,288,20
"17031661000","Census Tract 6610, Cook County, Illinois","ACSSF","il","140","00","0006583",,,,,"17","031",,,"661000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031661000","Census Tract 6610",,,,41538,344,0,344,3932,790,3142,1990,409,166,0,0,5576,4128,83,3707,0,0,0,0,338,1448,262,32,191,0,0,483,480
"17031661100","Census Tract 6611, Cook County, Illinois","ACSSF","il","140","00","0006584",,,,,"17","031",,,"661100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031661100","Census Tract 6611",,,,66786,471,6,465,4613,1159,3454,2158,562,153,23,12,7370,2859,294,2178,0,26,0,0,361,4511,1420,153,68,0,0,1861,1009
"17031670100","Census Tract 6701, Cook County, Illinois","ACSSF","il","140","00","0006585",,,,,"17","031",,,"670100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031670100","Census Tract 6701",,,,26800,175,28,147,796,280,516,272,99,14,0,0,1329,994,47,947,0,0,0,0,0,335,84,16,20,0,41,174,0
"17031670200","Census Tract 6702, Cook County, Illinois","ACSSF","il","140","00","0006586",,,,,"17","031",,,"670200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031670200","Census Tract 6702",,,,27667,28,0,28,592,115,477,193,36,0,0,0,747,739,0,729,10,0,0,0,0,8,0,0,0,0,0,8,0
"17031670300","Census Tract 6703, Cook County, Illinois","ACSSF","il","140","00","0006587",,,,,"17","031",,,"670300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031670300","Census Tract 6703",,,,25789,48,0,48,950,137,813,392,133,39,0,0,1320,1117,53,1028,0,0,0,34,2,203,50,20,0,0,0,133,0
"17031670400","Census Tract 6704, Cook County, Illinois","ACSSF","il","140","00","0006588",,,,,"17","031",,,"670400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031670400","Census Tract 6704",,,,27139,102,0,102,1100,280,820,357,80,29,0,0,1626,1332,0,1332,0,0,0,0,0,294,99,0,0,0,0,150,45
"17031670500","Census Tract 6705, Cook County, Illinois","ACSSF","il","140","00","0006589",,,,,"17","031",,,"670500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031670500","Census Tract 6705",,,,26538,31,0,31,652,172,480,197,17,0,0,0,832,715,0,715,0,0,0,0,0,117,81,6,0,0,0,30,0
"17031670600","Census Tract 6706, Cook County, Illinois","ACSSF","il","140","00","0006590",,,,,"17","031",,,"670600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031670600","Census Tract 6706",,,,22083,79,0,79,703,159,544,251,47,8,1,1,1097,793,4,789,0,0,0,0,0,304,143,11,0,0,0,87,63
"17031670700","Census Tract 6707, Cook County, Illinois","ACSSF","il","140","00","0006591",,,,,"17","031",,,"670700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031670700","Census Tract 6707",,,,27413,30,0,30,692,181,511,215,32,11,0,0,1170,744,0,744,0,0,0,0,0,426,251,0,0,0,0,175,0
"17031670800","Census Tract 6708, Cook County, Illinois","ACSSF","il","140","00","0006592",,,,,"17","031",,,"670800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031670800","Census Tract 6708",,,,25750,31,0,31,895,223,672,272,102,23,0,0,1077,1055,0,1055,0,0,0,0,0,22,0,0,0,0,0,22,0
"17031670900","Census Tract 6709, Cook County, Illinois","ACSSF","il","140","00","0006593",,,,,"17","031",,,"670900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031670900","Census Tract 6709",,,,27465,28,0,28,866,59,807,302,175,91,11,11,1314,1221,51,1142,0,0,0,0,28,93,93,0,0,0,0,0,0
"17031671100","Census Tract 6711, Cook County, Illinois","ACSSF","il","140","00","0006594",,,,,"17","031",,,"671100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031671100","Census Tract 6711",,,,13060,110,0,110,648,52,596,151,58,18,0,0,1033,1033,7,990,0,0,0,0,36,0,0,0,0,0,0,0,0
"17031671200","Census Tract 6712, Cook County, Illinois","ACSSF","il","140","00","0006595",,,,,"17","031",,,"671200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031671200","Census Tract 6712",,,,39231,38,0,38,531,138,393,169,57,6,0,0,815,815,13,802,0,0,0,0,0,0,0,0,0,0,0,0,0
"17031671300","Census Tract 6713, Cook County, Illinois","ACSSF","il","140","00","0006596",,,,,"17","031",,,"671300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031671300","Census Tract 6713",,,,27316,17,0,17,1334,222,1112,443,68,7,0,0,1607,1503,0,1503,0,0,0,0,0,104,69,0,0,0,0,35,0
"17031671400","Census Tract 6714, Cook County, Illinois","ACSSF","il","140","00","0006597",,,,,"17","031",,,"671400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031671400","Census Tract 6714",,,,25981,22,0,22,869,226,643,225,24,6,0,0,1263,971,0,739,0,0,0,187,45,292,51,0,136,0,0,103,2
"17031671500","Census Tract 6715, Cook County, Illinois","ACSSF","il","140","00","0006598",,,,,"17","031",,,"671500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031671500","Census Tract 6715",,,,34460,95,0,95,1678,306,1372,806,263,51,15,0,2263,2104,9,2095,0,0,0,0,0,159,66,0,0,0,0,93,0
"17031671600","Census Tract 6716, Cook County, Illinois","ACSSF","il","140","00","0006599",,,,,"17","031",,,"671600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031671600","Census Tract 6716",,,,17831,34,0,34,1293,164,1129,518,32,5,0,0,1719,1624,63,1541,0,15,0,0,5,95,0,0,0,0,0,0,95
"17031671800","Census Tract 6718, Cook County, Illinois","ACSSF","il","140","00","0006600",,,,,"17","031",,,"671800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031671800","Census Tract 6718",,,,31061,61,12,49,756,125,631,401,96,35,0,0,1242,1197,5,1139,0,0,0,3,50,45,34,0,0,0,0,11,0
"17031671900","Census Tract 6719, Cook County, Illinois","ACSSF","il","140","00","0006601",,,,,"17","031",,,"671900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031671900","Census Tract 6719",,,,59663,56,0,56,860,168,692,431,160,61,15,15,1293,918,49,840,0,29,0,0,0,375,88,0,0,0,0,287,0
"17031672000","Census Tract 6720, Cook County, Illinois","ACSSF","il","140","00","0006602",,,,,"17","031",,,"672000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031672000","Census Tract 6720",,,,39595,309,0,309,2184,447,1737,1111,347,193,18,18,3523,3147,20,3041,0,0,0,0,86,376,0,24,0,0,0,0,352
"17031680500","Census Tract 6805, Cook County, Illinois","ACSSF","il","140","00","0006603",,,,,"17","031",,,"680500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031680500","Census Tract 6805",,,,28438,41,0,41,701,98,603,341,85,31,31,0,1144,938,57,881,0,0,0,0,0,206,142,0,0,0,0,64,0
"17031680600","Census Tract 6806, Cook County, Illinois","ACSSF","il","140","00","0006604",,,,,"17","031",,,"680600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031680600","Census Tract 6806",,,,43929,26,22,4,608,76,532,220,78,20,0,0,994,994,7,980,0,7,0,0,0,0,0,0,0,0,0,0,0
"17031680900","Census Tract 6809, Cook County, Illinois","ACSSF","il","140","00","0006605",,,,,"17","031",,,"680900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031680900","Census Tract 6809",,,,20370,264,47,217,2736,750,1986,1001,183,50,14,0,3881,3858,67,3595,0,75,0,0,121,23,18,0,0,0,0,5,0
"17031681000","Census Tract 6810, Cook County, Illinois","ACSSF","il","140","00","0006606",,,,,"17","031",,,"681000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031681000","Census Tract 6810",,,,19919,223,55,168,1420,249,1171,731,169,28,0,0,2107,2071,0,2013,0,0,0,0,58,36,12,0,0,0,0,0,24
"17031681100","Census Tract 6811, Cook County, Illinois","ACSSF","il","140","00","0006607",,,,,"17","031",,,"681100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031681100","Census Tract 6811",,,,29031,52,0,52,1277,329,948,562,147,10,1,0,1907,1906,4,1886,0,1,0,0,15,1,0,0,0,0,0,0,1
"17031681200","Census Tract 6812, Cook County, Illinois","ACSSF","il","140","00","0006608",,,,,"17","031",,,"681200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031681200","Census Tract 6812",,,,16538,197,79,118,1127,148,979,558,90,9,0,0,2124,2097,84,1831,9,0,0,0,173,27,6,21,0,0,0,0,0
"17031681300","Census Tract 6813, Cook County, Illinois","ACSSF","il","140","00","0006609",,,,,"17","031",,,"681300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031681300","Census Tract 6813",,,,16209,128,20,108,1255,304,951,694,145,68,18,10,2350,2334,14,2267,0,53,0,0,0,16,0,0,0,0,0,0,16
"17031681400","Census Tract 6814, Cook County, Illinois","ACSSF","il","140","00","0006610",,,,,"17","031",,,"681400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031681400","Census Tract 6814",,,,49119,38,0,38,1314,263,1051,787,217,63,0,0,2129,2063,0,2002,44,2,0,0,15,66,66,0,0,0,0,0,0
"17031690300","Census Tract 6903, Cook County, Illinois","ACSSF","il","140","00","0006611",,,,,"17","031",,,"690300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031690300","Census Tract 6903",,,,,58,0,58,1572,202,1370,671,187,87,11,6,2361,2347,71,2267,7,0,0,0,2,14,0,8,0,0,0,0,6
"17031690400","Census Tract 6904, Cook County, Illinois","ACSSF","il","140","00","0006612",,,,,"17","031",,,"690400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031690400","Census Tract 6904",,,,23389,274,19,255,1874,292,1582,1250,606,309,37,0,2748,2727,0,2708,0,0,0,0,19,21,0,0,0,0,0,21,0
"17031690500","Census Tract 6905, Cook County, Illinois","ACSSF","il","140","00","0006613",,,,,"17","031",,,"690500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031690500","Census Tract 6905",,,,40179,91,42,49,666,94,572,408,98,91,16,16,898,898,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0
"17031690900","Census Tract 6909, Cook County, Illinois","ACSSF","il","140","00","0006614",,,,,"17","031",,,"690900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031690900","Census Tract 6909",,,,35960,184,0,184,3041,402,2639,1793,495,132,31,0,4109,4082,36,3950,0,0,0,0,96,27,27,0,0,0,0,0,0
"17031691000","Census Tract 6910, Cook County, Illinois","ACSSF","il","140","00","0006615",,,,,"17","031",,,"691000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031691000","Census Tract 6910",,,,46683,82,0,82,1598,105,1493,1129,478,95,16,0,2072,2046,35,1952,0,0,0,0,59,26,0,0,0,1,0,24,1
"17031691100","Census Tract 6911, Cook County, Illinois","ACSSF","il","140","00","0006616",,,,,"17","031",,,"691100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031691100","Census Tract 6911",,,,31402,209,16,193,2015,229,1786,846,441,89,0,0,2911,2884,26,2791,0,0,0,0,67,27,12,15,0,0,0,0,0
"17031691200","Census Tract 6912, Cook County, Illinois","ACSSF","il","140","00","0006617",,,,,"17","031",,,"691200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031691200","Census Tract 6912",,,,33656,117,0,117,1361,150,1211,825,208,88,40,0,2150,2150,10,2097,0,0,0,0,43,0,0,0,0,0,0,0,0
"17031691300","Census Tract 6913, Cook County, Illinois","ACSSF","il","140","00","0006618",,,,,"17","031",,,"691300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031691300","Census Tract 6913",,,,38472,63,0,63,1850,165,1685,1141,421,236,4,0,2445,2145,0,2091,0,0,0,0,54,300,51,0,0,0,0,0,249
"17031691400","Census Tract 6914, Cook County, Illinois","ACSSF","il","140","00","0006619",,,,,"17","031",,,"691400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031691400","Census Tract 6914",,,,42841,116,0,116,1725,78,1647,1286,454,258,5,5,2798,2732,0,2592,0,7,0,87,46,66,0,0,0,0,0,49,17
"17031691500","Census Tract 6915, Cook County, Illinois","ACSSF","il","140","00","0006620",,,,,"17","031",,,"691500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031691500","Census Tract 6915",,,,20109,172,17,155,1189,167,1022,573,226,26,0,0,2002,1969,74,1894,0,0,1,0,0,33,0,25,0,0,0,0,8
"17031700100","Census Tract 7001, Cook County, Illinois","ACSSF","il","140","00","0006621",,,,,"17","031",,,"700100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031700100","Census Tract 7001",,,,71397,278,0,278,2322,564,1758,1061,292,179,7,1,3882,2384,0,2337,0,9,0,0,38,1498,1137,0,0,0,0,306,55
"17031700200","Census Tract 7002, Cook County, Illinois","ACSSF","il","140","00","0006622",,,,,"17","031",,,"700200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031700200","Census Tract 7002",,,,78581,560,22,538,4102,860,3242,1390,594,137,44,30,6971,1682,435,1176,0,61,0,0,10,5289,1397,26,169,86,0,2463,1148
"17031700301","Census Tract 7003.01, Cook County, Illinois","ACSSF","il","140","00","0006623",,,,,"17","031",,,"700301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031700301","Census Tract 7003.01",,,,69909,455,53,402,3938,1173,2765,1365,664,226,65,10,6693,1518,961,446,1,76,0,20,14,5175,1947,0,57,0,0,2216,955
"17031700302","Census Tract 7003.02, Cook County, Illinois","ACSSF","il","140","00","0006624",,,,,"17","031",,,"700302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031700302","Census Tract 7003.02",,,,77885,257,60,197,3868,879,2989,1912,549,176,0,0,6050,2329,1313,948,0,0,0,0,68,3721,1988,71,122,11,0,1128,401
"17031700401","Census Tract 7004.01, Cook County, Illinois","ACSSF","il","140","00","0006625",,,,,"17","031",,,"700401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031700401","Census Tract 7004.01",,,,69255,495,31,464,4243,890,3353,2330,717,324,31,0,6744,3932,237,3437,0,67,0,9,182,2812,770,0,13,0,0,1761,268
"17031700402","Census Tract 7004.02, Cook County, Illinois","ACSSF","il","140","00","0006626",,,,,"17","031",,,"700402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031700402","Census Tract 7004.02",,,,71506,202,0,202,2265,352,1913,1303,621,266,54,28,3502,2365,286,2058,0,4,0,0,17,1137,550,9,0,0,0,578,0
"17031700501","Census Tract 7005.01, Cook County, Illinois","ACSSF","il","140","00","0006627",,,,,"17","031",,,"700501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031700501","Census Tract 7005.01",,,,64250,285,0,285,5014,606,4408,2817,1168,287,87,28,6666,6146,227,5554,0,141,0,0,224,520,488,8,0,0,0,20,4
"17031700502","Census Tract 7005.02, Cook County, Illinois","ACSSF","il","140","00","0006628",,,,,"17","031",,,"700502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031700502","Census Tract 7005.02",,,,83419,162,0,162,2541,139,2402,1738,806,416,17,11,3707,3376,235,3092,0,0,0,0,49,331,184,0,0,0,0,142,5
"17031710100","Census Tract 7101, Cook County, Illinois","ACSSF","il","140","00","0006629",,,,,"17","031",,,"710100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031710100","Census Tract 7101",,,,20797,6,0,6,707,60,647,349,85,13,0,0,1100,1085,0,1085,0,0,0,0,0,15,0,9,0,0,0,6,0
"17031710200","Census Tract 7102, Cook County, Illinois","ACSSF","il","140","00","0006630",,,,,"17","031",,,"710200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031710200","Census Tract 7102",,,,27016,128,0,128,2796,547,2249,1323,186,65,0,0,4471,4471,121,4299,0,10,0,0,41,0,0,0,0,0,0,0,0
"17031710300","Census Tract 7103, Cook County, Illinois","ACSSF","il","140","00","0006631",,,,,"17","031",,,"710300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031710300","Census Tract 7103",,,,50284,44,0,44,1102,102,1000,522,134,53,17,5,1541,1376,0,1322,25,0,0,0,29,165,65,0,0,26,0,74,0
"17031710400","Census Tract 7104, Cook County, Illinois","ACSSF","il","140","00","0006632",,,,,"17","031",,,"710400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031710400","Census Tract 7104",,,,36827,175,0,175,3752,454,3298,2139,766,177,21,9,5615,5285,52,5184,0,0,0,49,0,330,0,0,0,0,0,330,0
"17031710500","Census Tract 7105, Cook County, Illinois","ACSSF","il","140","00","0006633",,,,,"17","031",,,"710500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031710500","Census Tract 7105",,,,34555,260,0,260,2450,322,2128,1445,478,119,0,0,4192,4070,17,3973,0,17,0,0,63,122,75,0,0,0,0,47,0
