"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Civilian Population 16 to 19 Years:","Civilian Population 16 to 19 Years: Not High School Graduate, Not Enrolled (Dropped Out)","Civilian Population 16 to 19 Years: High School Graduate, or Enrolled (In School)","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"17031820101","Census Tract 8201.01, Cook County, Illinois","ACSSF","il","140","00","0007016",,,,,"17","031",,,"820101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820101","Census Tract 8201.01",,,,125607,269,0,269,6008,177,5831,5019,3540,1528,467,58,7915,7351,6736,123,0,432,0,14,46,564,237,54,96,6,0,16,155
"17031820103","Census Tract 8201.03, Cook County, Illinois","ACSSF","il","140","00","0007017",,,,,"17","031",,,"820103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820103","Census Tract 8201.03",,,,79108,191,0,191,3008,310,2698,1924,1060,339,117,58,4161,3442,3104,120,0,50,0,0,168,719,128,0,0,0,0,455,136
"17031820104","Census Tract 8201.04, Cook County, Illinois","ACSSF","il","140","00","0007018",,,,,"17","031",,,"820104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820104","Census Tract 8201.04",,,,78088,273,37,236,3110,152,2958,2352,1449,534,80,16,4450,3561,3193,205,0,79,0,25,59,889,489,0,0,0,0,146,254
"17031820202","Census Tract 8202.02, Cook County, Illinois","ACSSF","il","140","00","0007019",,,,,"17","031",,,"820202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820202","Census Tract 8202.02",,,,67664,163,0,163,2405,463,1942,978,364,139,22,3,3386,2004,1843,82,0,16,0,0,63,1382,605,0,2,0,0,292,483
"17031820203","Census Tract 8202.03, Cook County, Illinois","ACSSF","il","140","00","0007020",,,,,"17","031",,,"820203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820203","Census Tract 8202.03",,,,127823,227,0,227,2475,134,2341,1978,1147,548,258,79,3626,3135,2605,92,0,117,0,292,29,491,491,0,0,0,0,0,0
"17031820204","Census Tract 8202.04, Cook County, Illinois","ACSSF","il","140","00","0007021",,,,,"17","031",,,"820204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820204","Census Tract 8202.04",,,,113218,69,0,69,3549,290,3259,2896,2166,1012,463,58,4273,3442,3216,0,0,151,0,51,24,831,470,0,69,0,0,245,47
"17031820300","Census Tract 8203, Cook County, Illinois","ACSSF","il","140","00","0007022",,,,,"17","031",,,"820300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820300","Census Tract 8203",,,,58529,238,13,225,3653,1335,2318,1241,532,130,10,0,5721,1407,811,57,0,373,0,166,0,4314,2617,0,37,0,0,886,774
"17031820400","Census Tract 8204, Cook County, Illinois","ACSSF","il","140","00","0007023",,,,,"17","031",,,"820400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820400","Census Tract 8204",,,,45515,426,15,411,3410,1220,2190,1098,299,46,1,0,5377,1347,438,902,0,1,0,0,6,4030,1856,17,20,0,0,1767,370
"17031820501","Census Tract 8205.01, Cook County, Illinois","ACSSF","il","140","00","0007024",,,,,"17","031",,,"820501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820501","Census Tract 8205.01",,,,66194,309,0,309,3882,461,3421,2057,892,274,48,4,5408,3948,3736,80,0,107,0,0,25,1460,746,8,0,0,0,429,277
"17031820502","Census Tract 8205.02, Cook County, Illinois","ACSSF","il","140","00","0007025",,,,,"17","031",,,"820502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820502","Census Tract 8205.02",,,,56108,288,26,262,4349,634,3715,1994,801,213,10,10,5886,4539,3986,344,0,93,0,0,116,1347,575,0,0,0,0,427,345
"17031820603","Census Tract 8206.03, Cook County, Illinois","ACSSF","il","140","00","0007026",,,,,"17","031",,,"820603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820603","Census Tract 8206.03",,,,64243,442,0,442,3745,821,2924,1678,551,229,30,0,5900,3694,3028,467,0,95,0,0,104,2206,962,0,65,0,0,720,459
"17031820604","Census Tract 8206.04, Cook County, Illinois","ACSSF","il","140","00","0007027",,,,,"17","031",,,"820604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820604","Census Tract 8206.04",,,,44462,102,0,102,2102,413,1689,748,247,67,22,22,3345,2809,2777,0,0,0,0,0,32,536,453,0,20,0,0,63,0
"17031820605","Census Tract 8206.05, Cook County, Illinois","ACSSF","il","140","00","0007028",,,,,"17","031",,,"820605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820605","Census Tract 8206.05",,,,50313,196,31,165,3243,349,2894,1925,521,214,13,13,5470,4790,1511,2727,0,488,0,0,64,680,232,39,0,0,0,122,287
"17031820606","Census Tract 8206.06, Cook County, Illinois","ACSSF","il","140","00","0007029",,,,,"17","031",,,"820606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820606","Census Tract 8206.06",,,,88333,143,0,143,2956,314,2642,1964,769,199,9,0,4026,3632,3166,119,8,83,0,28,228,394,159,14,0,0,0,107,114
"17031820700","Census Tract 8207, Cook County, Illinois","ACSSF","il","140","00","0007030",,,,,"17","031",,,"820700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820700","Census Tract 8207",,,,61507,450,0,450,4675,801,3874,2349,677,263,94,54,7074,2550,2426,32,0,56,0,0,36,4524,1179,0,0,0,0,2379,966
"17031820800","Census Tract 8208, Cook County, Illinois","ACSSF","il","140","00","0007031",,,,,"17","031",,,"820800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820800","Census Tract 8208",,,,76936,166,0,166,2489,320,2169,1147,396,117,36,3,3764,1503,1473,17,0,5,0,5,3,2261,1207,26,19,0,0,912,97
"17031820901","Census Tract 8209.01, Cook County, Illinois","ACSSF","il","140","00","0007032",,,,,"17","031",,,"820901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820901","Census Tract 8209.01",,,,66726,233,0,233,3256,699,2557,1160,314,132,27,0,5007,2533,2443,46,0,19,0,0,25,2474,1235,66,265,0,0,431,477
"17031820902","Census Tract 8209.02, Cook County, Illinois","ACSSF","il","140","00","0007033",,,,,"17","031",,,"820902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031820902","Census Tract 8209.02",,,,95388,414,62,352,3741,988,2753,1390,510,165,36,0,6020,3124,2602,157,0,249,0,0,116,2896,1098,75,0,0,0,853,870
"17031821001","Census Tract 8210.01, Cook County, Illinois","ACSSF","il","140","00","0007034",,,,,"17","031",,,"821001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821001","Census Tract 8210.01",,,,53802,253,0,253,3231,653,2578,1576,562,146,6,0,4797,2662,2166,238,0,193,0,0,65,2135,472,0,24,0,0,560,1079
"17031821002","Census Tract 8210.02, Cook County, Illinois","ACSSF","il","140","00","0007035",,,,,"17","031",,,"821002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821002","Census Tract 8210.02",,,,64167,293,14,279,3578,657,2921,1534,626,226,52,22,5165,3185,2921,144,0,87,0,0,33,1980,1056,0,0,0,0,680,244
"17031821101","Census Tract 8211.01, Cook County, Illinois","ACSSF","il","140","00","0007036",,,,,"17","031",,,"821101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821101","Census Tract 8211.01",,,,76198,262,0,262,3082,465,2617,1503,485,119,38,38,4713,3392,3000,40,0,129,0,47,176,1321,467,0,0,0,0,489,365
"17031821102","Census Tract 8211.02, Cook County, Illinois","ACSSF","il","140","00","0007037",,,,,"17","031",,,"821102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821102","Census Tract 8211.02",,,,72778,387,31,356,3122,533,2589,1352,644,198,8,0,4811,2292,1795,47,0,205,0,107,138,2519,944,0,0,0,0,680,895
"17031821200","Census Tract 8212, Cook County, Illinois","ACSSF","il","140","00","0007038",,,,,"17","031",,,"821200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821200","Census Tract 8212",,,,36502,302,32,270,3533,812,2721,1863,821,261,3,1,5557,3094,714,2308,0,0,0,0,72,2463,1628,0,0,0,0,778,57
"17031821300","Census Tract 8213, Cook County, Illinois","ACSSF","il","140","00","0007039",,,,,"17","031",,,"821300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821300","Census Tract 8213",,,,43783,380,20,360,3874,1154,2720,1517,531,104,1,1,5614,2944,811,1949,0,95,0,0,89,2670,1452,55,51,0,0,992,120
"17031821401","Census Tract 8214.01, Cook County, Illinois","ACSSF","il","140","00","0007040",,,,,"17","031",,,"821401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821401","Census Tract 8214.01",,,,50306,310,0,310,1910,183,1727,1177,372,225,0,0,2967,2781,27,2662,0,0,0,0,92,186,160,0,0,0,0,6,20
"17031821402","Census Tract 8214.02, Cook County, Illinois","ACSSF","il","140","00","0007041",,,,,"17","031",,,"821402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821402","Census Tract 8214.02",,,,61510,146,14,132,2132,153,1979,1438,316,133,21,0,3210,3169,39,2874,0,0,0,228,28,41,9,0,0,0,0,32,0
"17031821500","Census Tract 8215, Cook County, Illinois","ACSSF","il","140","00","0007042",,,,,"17","031",,,"821500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821500","Census Tract 8215",,,,23000,61,0,61,868,116,752,537,115,37,0,0,1462,1377,22,1331,0,0,0,0,24,85,0,0,0,0,0,60,25
"17031821600","Census Tract 8216, Cook County, Illinois","ACSSF","il","140","00","0007043",,,,,"17","031",,,"821600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821600","Census Tract 8216",,,,74847,281,16,265,3159,129,3030,2338,1023,380,92,59,4359,3767,1306,2221,15,83,0,0,142,592,445,80,0,0,0,40,27
"17031821700","Census Tract 8217, Cook County, Illinois","ACSSF","il","140","00","0007044",,,,,"17","031",,,"821700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821700","Census Tract 8217",,,,90938,245,0,245,3295,239,3056,2479,1312,551,93,0,4956,4251,3413,700,21,88,0,0,29,705,492,0,0,0,0,41,172
"17031821800","Census Tract 8218, Cook County, Illinois","ACSSF","il","140","00","0007045",,,,,"17","031",,,"821800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821800","Census Tract 8218",,,,78075,316,0,316,3717,151,3566,2863,1646,592,83,45,5310,4349,2830,1225,0,39,0,85,170,961,379,59,0,0,0,238,285
"17031821900","Census Tract 8219, Cook County, Illinois","ACSSF","il","140","00","0007046",,,,,"17","031",,,"821900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031821900","Census Tract 8219",,,,93720,272,0,272,3417,208,3209,2539,1383,522,56,25,5259,4601,3463,725,0,213,0,65,135,658,249,0,16,0,0,21,372
"17031822000","Census Tract 8220, Cook County, Illinois","ACSSF","il","140","00","0007047",,,,,"17","031",,,"822000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822000","Census Tract 8220",,,,52639,157,0,157,3003,367,2636,1623,527,236,62,47,4324,2947,2716,66,0,41,0,37,87,1377,876,0,11,0,0,89,401
"17031822101","Census Tract 8221.01, Cook County, Illinois","ACSSF","il","140","00","0007048",,,,,"17","031",,,"822101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822101","Census Tract 8221.01",,,,70613,218,42,176,3122,420,2702,1857,991,395,0,0,4569,3678,3521,118,0,35,0,0,4,891,707,0,0,0,10,139,35
"17031822102","Census Tract 8221.02, Cook County, Illinois","ACSSF","il","140","00","0007049",,,,,"17","031",,,"822102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822102","Census Tract 8221.02",,,,65321,137,0,137,3582,510,3072,2385,1180,345,77,0,4636,2843,1593,902,0,133,0,141,74,1793,779,0,0,26,0,851,137
"17031822200","Census Tract 8222, Cook County, Illinois","ACSSF","il","140","00","0007050",,,,,"17","031",,,"822200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822200","Census Tract 8222",,,,80313,217,0,217,2708,166,2542,1551,629,182,19,19,3927,2900,2568,115,40,58,0,20,99,1027,188,0,0,0,0,535,304
"17031822301","Census Tract 8223.01, Cook County, Illinois","ACSSF","il","140","00","0007051",,,,,"17","031",,,"822301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822301","Census Tract 8223.01",,,,88375,191,36,155,2518,317,2201,1163,545,165,51,22,3702,2827,2686,61,0,47,0,19,14,875,460,0,0,0,0,162,253
"17031822302","Census Tract 8223.02, Cook County, Illinois","ACSSF","il","140","00","0007052",,,,,"17","031",,,"822302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822302","Census Tract 8223.02",,,,58224,88,0,88,3441,572,2869,1731,760,126,18,6,4383,3742,3183,236,0,271,0,0,52,641,334,0,29,0,0,253,25
"17031822400","Census Tract 8224, Cook County, Illinois","ACSSF","il","140","00","0007053",,,,,"17","031",,,"822400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822400","Census Tract 8224",,,,54299,264,19,245,4182,616,3566,2247,906,419,94,63,6557,5012,4442,239,0,188,0,0,143,1545,1080,0,0,0,0,354,111
"17031822500","Census Tract 8225, Cook County, Illinois","ACSSF","il","140","00","0007054",,,,,"17","031",,,"822500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822500","Census Tract 8225",,,,81569,174,0,174,3305,263,3042,2244,1063,507,86,37,4304,3742,3186,229,0,32,0,117,178,562,320,0,0,0,0,131,111
"17031822601","Census Tract 8226.01, Cook County, Illinois","ACSSF","il","140","00","0007055",,,,,"17","031",,,"822601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822601","Census Tract 8226.01",,,,76736,185,0,185,3022,350,2672,1893,1023,247,62,12,4350,3782,3580,81,0,64,0,17,40,568,402,0,0,0,0,97,69
"17031822602","Census Tract 8226.02, Cook County, Illinois","ACSSF","il","140","00","0007056",,,,,"17","031",,,"822602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822602","Census Tract 8226.02",,,,74231,350,0,350,5279,579,4700,3594,1695,782,233,77,7505,6532,4580,1067,0,497,0,0,388,973,508,0,78,0,0,47,340
"17031822701","Census Tract 8227.01, Cook County, Illinois","ACSSF","il","140","00","0007057",,,,,"17","031",,,"822701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822701","Census Tract 8227.01",,,,63990,124,0,124,3376,128,3248,2625,1644,507,153,67,5000,3894,3032,604,0,222,0,0,36,1106,386,0,0,0,0,248,472
"17031822702","Census Tract 8227.02, Cook County, Illinois","ACSSF","il","140","00","0007058",,,,,"17","031",,,"822702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822702","Census Tract 8227.02",,,,67568,95,0,95,2499,332,2167,1502,703,261,15,15,3490,2518,2109,193,0,58,0,0,158,972,584,0,0,0,0,277,111
"17031822801","Census Tract 8228.01, Cook County, Illinois","ACSSF","il","140","00","0007059",,,,,"17","031",,,"822801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822801","Census Tract 8228.01",,,,82742,85,0,85,2329,129,2200,1754,1050,342,177,45,3214,2338,1943,214,0,148,0,0,33,876,490,0,0,0,0,333,53
"17031822802","Census Tract 8228.02, Cook County, Illinois","ACSSF","il","140","00","0007060",,,,,"17","031",,,"822802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822802","Census Tract 8228.02",,,,91691,177,0,177,2436,191,2245,1818,1096,385,51,41,3750,2870,2677,91,5,71,0,0,26,880,507,94,0,0,0,84,195
"17031822900","Census Tract 8229, Cook County, Illinois","ACSSF","il","140","00","0007061",,,,,"17","031",,,"822900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031822900","Census Tract 8229",,,,53750,94,6,88,1538,168,1370,791,420,208,62,6,2050,1605,1382,148,0,16,0,0,59,445,149,0,0,0,0,77,219
"17031823001","Census Tract 8230.01, Cook County, Illinois","ACSSF","il","140","00","0007062",,,,,"17","031",,,"823001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823001","Census Tract 8230.01",,,,56234,302,0,302,4984,278,4706,3172,1445,319,196,146,6774,5667,3722,494,0,216,0,0,1235,1107,539,0,0,0,0,476,92
"17031823002","Census Tract 8230.02, Cook County, Illinois","ACSSF","il","140","00","0007063",,,,,"17","031",,,"823002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823002","Census Tract 8230.02",,,,66486,175,0,175,3876,488,3388,2446,1000,380,49,26,5611,4931,4195,615,0,49,0,0,72,680,174,0,14,0,0,218,274
"17031823101","Census Tract 8231.01, Cook County, Illinois","ACSSF","il","140","00","0007064",,,,,"17","031",,,"823101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823101","Census Tract 8231.01",,,,49425,292,0,292,3085,359,2726,1573,485,183,34,34,4312,3843,3520,88,0,102,0,8,125,469,257,9,0,0,13,190,0
"17031823102","Census Tract 8231.02, Cook County, Illinois","ACSSF","il","140","00","0007065",,,,,"17","031",,,"823102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823102","Census Tract 8231.02",,,,75210,203,0,203,2666,247,2419,1453,518,156,67,21,3854,2936,2722,79,0,14,0,0,121,918,154,0,0,0,0,681,83
"17031823200","Census Tract 8232, Cook County, Illinois","ACSSF","il","140","00","0007066",,,,,"17","031",,,"823200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823200","Census Tract 8232",,,,59899,198,0,198,3470,427,3043,1933,735,228,70,28,4753,3666,2934,423,0,226,0,10,73,1087,655,0,5,0,0,282,145
"17031823302","Census Tract 8233.02, Cook County, Illinois","ACSSF","il","140","00","0007067",,,,,"17","031",,,"823302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823302","Census Tract 8233.02",,,,49336,292,0,292,3957,485,3472,2186,814,423,29,0,6038,4508,2520,1719,0,112,0,65,92,1530,478,0,76,0,0,638,338
"17031823303","Census Tract 8233.03, Cook County, Illinois","ACSSF","il","140","00","0007068",,,,,"17","031",,,"823303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823303","Census Tract 8233.03",,,,78449,200,0,200,2783,220,2563,1551,586,201,0,0,4059,2995,2568,317,40,0,0,0,70,1064,662,0,0,0,0,296,106
"17031823304","Census Tract 8233.04, Cook County, Illinois","ACSSF","il","140","00","0007069",,,,,"17","031",,,"823304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823304","Census Tract 8233.04",,,,50739,342,0,342,4211,459,3752,2365,778,213,129,0,6316,4990,2862,1923,0,52,0,19,134,1326,949,0,11,0,0,217,149
"17031823400","Census Tract 8234, Cook County, Illinois","ACSSF","il","140","00","0007070",,,,,"17","031",,,"823400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823400","Census Tract 8234",,,,58944,108,0,108,3441,626,2815,1636,596,210,16,16,4817,2659,1444,1110,0,25,0,0,80,2158,943,0,9,50,67,640,449
"17031823500","Census Tract 8235, Cook County, Illinois","ACSSF","il","140","00","0007071",,,,,"17","031",,,"823500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823500","Census Tract 8235",,,,57660,278,0,278,2751,471,2280,1424,549,179,0,0,4279,2581,1772,791,0,18,0,0,0,1698,1188,0,0,0,0,300,210
"17031823602","Census Tract 8236.02, Cook County, Illinois","ACSSF","il","140","00","0007072",,,,,"17","031",,,"823602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823602","Census Tract 8236.02",,,,72837,178,15,163,5012,283,4729,3220,1270,305,17,0,6436,5746,5135,336,1,209,0,14,51,690,436,0,0,0,17,197,40
"17031823603","Census Tract 8236.03, Cook County, Illinois","ACSSF","il","140","00","0007073",,,,,"17","031",,,"823603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823603","Census Tract 8236.03",,,,64263,160,15,145,1331,403,928,480,91,32,18,7,2339,791,37,754,0,0,0,0,0,1548,1038,0,0,0,0,343,167
"17031823604","Census Tract 8236.04, Cook County, Illinois","ACSSF","il","140","00","0007074",,,,,"17","031",,,"823604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823604","Census Tract 8236.04",,,,106250,153,0,153,2365,79,2286,1709,1094,368,115,29,3248,2820,2710,11,0,87,0,0,12,428,244,0,0,0,0,30,154
"17031823605","Census Tract 8236.05, Cook County, Illinois","ACSSF","il","140","00","0007075",,,,,"17","031",,,"823605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823605","Census Tract 8236.05",,,,87458,276,0,276,2779,71,2708,2208,1121,322,58,8,4087,3584,3263,277,0,41,3,0,0,503,301,0,0,0,0,93,109
"17031823702","Census Tract 8237.02, Cook County, Illinois","ACSSF","il","140","00","0007076",,,,,"17","031",,,"823702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823702","Census Tract 8237.02",,,,79805,202,15,187,4399,493,3906,2896,1274,519,123,30,5879,5435,4265,789,0,202,0,14,165,444,405,0,0,0,0,39,0
"17031823703","Census Tract 8237.03, Cook County, Illinois","ACSSF","il","140","00","0007077",,,,,"17","031",,,"823703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823703","Census Tract 8237.03",,,,62337,943,0,943,5315,987,4328,2544,961,287,54,54,9079,7065,5943,309,0,520,0,0,293,2014,1512,0,13,14,0,346,129
"17031823704","Census Tract 8237.04, Cook County, Illinois","ACSSF","il","140","00","0007078",,,,,"17","031",,,"823704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823704","Census Tract 8237.04",,,,94109,109,0,109,2733,264,2469,1760,734,203,43,25,3950,3335,2986,247,43,29,0,0,30,615,264,0,0,0,0,99,252
"17031823705","Census Tract 8237.05, Cook County, Illinois","ACSSF","il","140","00","0007079",,,,,"17","031",,,"823705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823705","Census Tract 8237.05",,,,65403,214,0,214,3010,381,2629,1757,872,376,25,0,4813,3958,3559,133,0,75,0,0,191,855,569,0,0,0,0,258,28
"17031823801","Census Tract 8238.01, Cook County, Illinois","ACSSF","il","140","00","0007080",,,,,"17","031",,,"823801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823801","Census Tract 8238.01",,,,110671,264,47,217,4144,241,3903,3193,2319,1168,589,289,5508,5110,4338,165,0,509,0,8,90,398,69,0,0,0,0,250,79
"17031823803","Census Tract 8238.03, Cook County, Illinois","ACSSF","il","140","00","0007081",,,,,"17","031",,,"823803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823803","Census Tract 8238.03",,,,75482,400,0,400,5281,785,4496,2672,1256,550,159,108,7321,6577,6164,222,0,191,0,0,0,744,621,0,0,0,0,6,117
"17031823805","Census Tract 8238.05, Cook County, Illinois","ACSSF","il","140","00","0007082",,,,,"17","031",,,"823805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823805","Census Tract 8238.05",,,,56923,59,0,59,2538,167,2371,1593,793,184,52,38,3197,2760,2584,72,0,61,0,0,43,437,119,0,0,0,0,0,318
"17031823806","Census Tract 8238.06, Cook County, Illinois","ACSSF","il","140","00","0007083",,,,,"17","031",,,"823806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823806","Census Tract 8238.06",,,,51943,133,23,110,3106,147,2959,1657,659,173,0,0,4192,3663,3023,142,0,295,0,0,203,529,357,0,0,0,0,136,36
"17031823901","Census Tract 8239.01, Cook County, Illinois","ACSSF","il","140","00","0007084",,,,,"17","031",,,"823901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823901","Census Tract 8239.01",,,,113205,184,20,164,3192,154,3038,2217,1302,690,249,30,4020,3785,3371,112,0,62,0,47,193,235,46,0,0,0,0,167,22
"17031823903","Census Tract 8239.03, Cook County, Illinois","ACSSF","il","140","00","0007085",,,,,"17","031",,,"823903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US17031823903","Census Tract 8239.03",,,,106694,150,0,150,3404,125,3279,2286,1574,763,173,42,4606,4275,4105,120,0,0,0,0,50,331,188,0,0,0,0,46,97
